,Titles,Brands,Prices,Stars,Urls,Ratings,Review_Words
116,JBL Synchros E10 In-Ear Headphones (White),Visit the JBL Store,$29.87,3.1 out of 5,/JBL-Synchros-Ear-Headphones-White/dp/B01BKUZW6A/ref=sr_1_113?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298823&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-113,9 ratings,['No Review']
117,Powerbeats3 Wireless In-Ear Headphones - Flash Blue (Renewed),Visit the Amazon Renewed Store,$89.49,3.9 out of 5,/Powerbeats3-Wireless-Ear-Headphones-Renewed/dp/B06W5PKWMY/ref=sr_1_28?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298402&refinements=p_89%3ABeats&rnid=2528832011&s=electronics&sr=1-28,235 ratings,"['sound quality', 'battery life', 'save your money', 'hold a charge', 'like new', 'great sound', 'refurbished headphones', 'quality are great', 'ear', 'bluetooth', 'volume', 'hear', 'missing', 'anymore', 'cutting']"
118,JVC HAF160R Gumy Headphones -Rasberry Red,Visit the JVC Store,$14.25,4.4 out of 5,/JVC-HAF160R-Gumy-Headphones-Rasberry/dp/B00EO20LD6/ref=sr_1_158?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298754&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-158,194 ratings,['No Review']
119,Sony MDRAS200 Active Sports Headphones (White),Visit the Sony Store,$12.99,4.1 out of 5,/Sony-MDRAS200-Active-Sports-Headphones/dp/B00BTPOYH0/ref=sr_1_48?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298213&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-48,"1,478 ratings","['sound quality', 'stopped working', 'sports headphones', 'ear canal', 'around the ear', 'active sports', 'second pair', 'stay put', 'pretty good', 'another pair', 'waste of money', 'earbud', 'good for the price']"
120,"JBL TUNE 220TWS - True Wireless In-Ear Bluetooth Headphones with Microphone, Wireless Bluetooth Earbuds, up to 19 Hours Battery, works with Android and Apple iOS (Pink)",Visit the JBL Store,$99.95,3.8 out of 5,/JBL-TUNE-220TWS-Ear-Headphone/dp/B082TPF65R/ref=sr_1_15?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-15,382 ratings,"['battery life', 'sound quality', 'apple airpods', 'earbuds', 'phone calls', 'stopped working', 'price point', 'waste your money', 'noise cancelling', 'around the house', 'hard plastic', 'ear canals', 'listen to podcasts']"
121,Shure SE535LTD+BT1 Limited Edition Wireless Sound Isolating Earphones with Bluetooth Enabled Communication Cable (Renewed),Visit the Amazon Renewed Store,$429.99,No Review,/Shure-Isolating-Earphones-Bluetooth-Communication/dp/B083VSCB4R/ref=sr_1_27?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298695&refinements=p_89%3AShure&rnid=2528832011&s=electronics&sr=1-27,No Ratings,['No Review']
122,JVC HAENR15 Gumy Sport In Ear Headphones with Remote and Microphone - Black,Visit the JVC Store,No Price,3.8 out of 5,/JVC-HAENR15-Headphones-Remote-Microphone/dp/B00NOQEJR2/ref=sr_1_177?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298757&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-177,9 ratings,['No Review']
123,Sony MDR-EX37B/BLK Earbud Style Headphones,Visit the Sony Store,No Price,4 out of 5,/Sony-MDR-EX37B-BLK-Earbud-Headphones/dp/B007BY3OVU/ref=sr_1_90?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298226&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-90,551 ratings,"['sound quality', 'stopped working', 'another pair', 'long time', 'earbuds ever', 'last long', 'still work', 'ever owned', 'sound good', 'price range', 'highly recommend', 'much better', 'great price', 'years ago']"
124,Sony MDR-XB50AP Extra Bass in-Ear Headphones (Black) with Knox Gear Earphone Case Bundle (2 Items),Visit the Sony Store,$49.99,No Review,/Sony-MDR-XB50AP-Headphones-Earphone-Bundle/dp/B07Y5KGG4F/ref=sr_1_122?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298230&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-122,No Ratings,['No Review']
125,JBL Everest 110 In-Ear Wireless Bluetooth Headphones (Silver),Visit the JBL Store,$43.66,3.8 out of 5,/JBL-Everest-Wireless-Bluetooth-Headphones/dp/B0764FYPQR/ref=sr_1_64?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298816&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-64,8 ratings,['No Review']
126,"Koss KEB15i In-Ear Headphone, Purple",Visit the Koss Store,$14.99,3.9 out of 5,/Koss-KEB15i-In-Ear-Headphone-Purple/dp/B00JJIEFZ0/ref=sr_1_41?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298254&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-41,14 ratings,['No Review']
127,Powerbeats Pro Totally Wireless Earphones - Apple H1 Chip - Navy with AppleCare+ Bundle,Visit the Beats Store,$228.95,4.5 out of 5,/Powerbeats-Pro-Totally-Wireless-Earphones/dp/B0873ZQMLY/ref=sr_1_29?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298402&refinements=p_89%3ABeats&rnid=2528832011&s=electronics&sr=1-29,35 ratings,['No Review']
128,JVC HAFX38MB Black Marshmallow in-Ear Headphones w/Remote/Mic,Visit the JVC Store,$24.75,4.1 out of 5,/JVC-HAFX38MB-Marshmallow-headphones-Remote/dp/B01N9XT0LE/ref=sr_1_150?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298754&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-150,44 ratings,['No Review']
129,"JVC HAEN15 Sport Headphones, Wireless, Bluetooth 5.0, Secure and Comfortable Soft Nozzle Fit Ear Pieces, Mic and Remote (Gray)",Visit the JVC Store,$29.95,No Review,/JVC-Headphones-Wireless-Bluetooth-Comfortable/dp/B0899JKSLJ/ref=sr_1_77?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298744&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-77,No Ratings,['No Review']
130,"Sony MDREX15AP Fashion ColorEX Series in-Ear Headphones with Microphone Bundle (Violet, 10-Pack)",Visit the Sony Store,$69.99,No Review,/Sony-MDREX15AP-Fashion-Headphones-Microphone/dp/B0899BJZGS/ref=sr_1_193?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298244&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-193,No Ratings,['No Review']
131,JBL Synchros E10 in-Ear Headphones (Blue),Visit the JBL Store,$33.49,4.5 out of 5,/JBL-Synchros-Ear-Headphones-Blue/dp/B01BKUGT1C/ref=sr_1_99?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298823&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-99,8 ratings,['No Review']
132,"Monster Wireless Earbuds, Bluetooth 5.0 in-Ear Headphones with Charging Box, subwoofer with TWS Stereo Headphones, Built-in Microphone, Clear Calls, Suitable for Sports",Visit the Monster Store,$79.96,4.8 out of 5,/Monster-Bluetooth-Headphones-subwoofer-Microphone/dp/B084SDM8CY/ref=sr_1_1?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AMonster&rnid=2528832011&s=electronics&sr=1-1,333 ratings,"['sound quality', 'battery life', 'noise cancellation', 'charging case', 'great sound', 'wireless earbuds', 'long time', 'crystal clear', 'really good', 'right away', 'fully charged', 'ear tips', 'much better', 'top notch']"
133,"Koss RUK 30R Noise Isolating In-Ear Stereophone, Red",Visit the Koss Store,$28.69,1 out of 5,/Koss-RUK-30R-Isolating-Stereophone/dp/B007Z1CWZS/ref=sr_1_96?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298266&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-96,1 rating,['No Review']
134,Philips Headphone In-Ear Canal Blue SHE9713 - Blue ( Japan Import),Visit the PHILIPS Store,$44.00,3.7 out of 5,/Philips-Headphone-Ear-Canal-SHE9713/dp/B00EVINEJQ/ref=sr_1_72?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298556&refinements=p_89%3APHILIPS&rnid=2528832011&s=electronics&sr=1-72,90 ratings,['No Review']
135,PANASONIC RP-HS34-K Sweat-Resistant Sports Earbuds (Black) Consumer Electronics,Visit the Panasonic Store,$16.13,No Review,/PANASONIC-RP-HS34-K-Sweat-Resistant-Consumer-electronics/dp/B013YPLT5C/ref=sr_1_48?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298328&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-48,No Ratings,['No Review']
136,Philips Big Bass in Ear Headphones with Mic - Black (SHE3555BK/27),Visit the PHILIPS Store,$9.85,3.9 out of 5,/Philips-Big-Bass-Ear-Headphones/dp/B071Z9JQ9K/ref=sr_1_20?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APHILIPS&rnid=2528832011&s=electronics&sr=1-20,65 ratings,['No Review']
137,Koss-headphones Ke10c Coral Stereo Earbuds Slim - Contour Design Soft Rubber Body,Visit the Koss Store,$14.43,No Review,/Koss-headphones-Ke10c-Coral-Stereo-Earbuds/dp/B013PM2MOQ/ref=sr_1_45?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298254&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-45,No Ratings,['No Review']
138,Sony Mdr-pq5 Green in-Ear Headphones - Piiq Bass Earbuds Mdrpq5 Green Best Gift Ship Worldwide,Visit the Sony Store,No Price,3.7 out of 5,/Sony-Mdr-pq5-Green-ear-Headphones/dp/B00DQ45AQG/ref=sr_1_138?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298233&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-138,13 ratings,['No Review']
139,JLab Audio JBuds Air Executive True Wireless Bluetooth Earbuds + Charging Case - Black - C3 Calling with Dual Microphones - Long Travel Playtime - Bluetooth 5.0 Connection - 3 EQ Sound Settings,Visit the JLAB Store,$69.00,3.7 out of 5,/Executive-Wireless-Bluetooth-Earbuds-Charging/dp/B07R5QJF48/ref=sr_1_11?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJLAB&rnid=2528832011&s=electronics&sr=1-11,724 ratings,"['battery life', 'sound quality', 'left earbud', 'call quality', 'true wireless', 'charging case', 'foam tips', 'touch controls', 'right earbud', 'background noise', 'air executive', 'stopped working', 'noise cancellation']"
140,in-Ear Headphones with Microphone (Pink),Visit the JVC Store,$18.29,No Review,/in-Ear-Headphones-with-Microphone-Pink/dp/B07L78SKFF/ref=sr_1_152?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298754&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-152,No Ratings,['No Review']
141,Monster MH Cly IE WHCR BT WW Clarity HD in-Ear Bluetooth Headphones - White and Chrome,Visit the Monster Store,$74.95,3.9 out of 5,/Monster-MH-IE-WHCR-BT/dp/B0163SVI9O/ref=sr_1_31?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298846&refinements=p_89%3AMonster&rnid=2528832011&s=electronics&sr=1-31,75 ratings,"['battery life', 'sound quality', 'sound great', 'headphones', 'beats', 'bluetooth', 'bose', 'gym', 'range', 'cost']"
142,Skullcandy Push True Wireless Earbuds - Psycho Tropical - S2BBW-L638 (Renewed),Visit the Amazon Renewed Store,$34.99,3.8 out of 5,/Skullcandy-Push-True-Wireless-Earbuds/dp/B07W6JS7LR/ref=sr_1_10?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-10,297 ratings,"['sound quality', 'charging case', 'full charge', 'bang for your buck', 'left ear', 'left earbud', 'wireless earbuds', 'battery life', 'hard time', 'audio quality', 'fit each ear', 'really good', 'great sound', 'ears', 'buds', 'connect']"
143,JVC HAFX103M Green Xtreme Xplosives in-Ear Headphones Original/New Brand,Visit the JVC Store,$24.69,3.9 out of 5,/JVC-HAFX103MW-Xplosives-Headphones-Original/dp/B0738DQ8DZ/ref=sr_1_156?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298754&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-156,15 ratings,['No Review']
144,Samsung Wired Stereo EHS70 Massive Sound Earbud 3.5mm universal headset with In-Line Multi-Function Answer/Call Button (Dark Green) (Discontinued by Manufacturer),Visit the SAMSUNG Store,No Price,3.5 out of 5,/Samsung-universal-Multi-Function-Discontinued-Manufacturer/dp/B006Z1NVH2/ref=sr_1_50?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298292&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-50,22 ratings,['No Review']
145,Audio Technica ATH-EQ300M PK Pink | Ear-Fit Headphones (Japan Import),Brand: Audio-Technica,$15.99,4.2 out of 5,/Technica-ATH-EQ300M-PK-Ear-Fit-Headphones/dp/B001DDEJJQ/ref=sr_1_62?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298629&refinements=p_89%3AAudio-Technica&rnid=2528832011&s=electronics&sr=1-62,55 ratings,"['really like', 'sound quality', 'super light', 'headphones we have ever', 'great headphones', 'ear', 'earbuds', 'control', 'earphones', 'pink', 'broke', 'foam', 'glasses', 'lightweight', 'obviously', 'owned']"
146,JVC Bluetooth Wireless Earphone (Black) HA-XC30BT-B【Japan Domestic Genuine Products】【Ships from Japan】,Visit the JVC Store,No Price,No Review,/JVC-Bluetooth-Wireless-HA-XC30BT-B%E3%80%90Japan-Products%E3%80%91%E3%80%90Ships/dp/B082351HPJ/ref=sr_1_124?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298751&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-124,No Ratings,['No Review']
147,JVC Gumy Wireless Bluetooth in Ear Headphones- Green,Visit the JVC Store,$32.75,3.9 out of 5,/JVC-Wireless-Bluetooth-Headphones-Green/dp/B077VPXN4D/ref=sr_1_130?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298751&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-130,9 ratings,['No Review']
148,Monster New Clarity HD Airlinks High Definition True Wireless Earbuds Black,Visit the Monster Store,$49.28,3.6 out of 5,/Monster-Clarity-Airlinks-Definition-Wireless/dp/B07SFCZ6QZ/ref=sr_1_7?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AMonster&rnid=2528832011&s=electronics&sr=1-7,49 ratings,['No Review']
149,Philips SHE1405WT in-Ear Headphone Headset With Mic SHE1405 White,Visit the PHILIPS Store,$7.99,3.7 out of 5,/Philips-SHE1405WT-Headphone-Headset-SHE1405/dp/B017GS5800/ref=sr_1_52?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298556&refinements=p_89%3APHILIPS&rnid=2528832011&s=electronics&sr=1-52,"8,293 ratings",['No Review']
150,Panasonic Canal Type Earphone High Resolution Sound Source Compatible RP-HDE5-N （Gold）,Visit the Panasonic Store,$114.16,3.8 out of 5,/Panasonic-earphone-resolution-compatible-RP-HDE5-N/dp/B01MZ0EO4P/ref=sr_1_50?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298335&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-50,12 ratings,['No Review']
151,JVC HAFX103MW White Xtreme Xplosives in-Ear Headphones Original/New Brand,Visit the JVC Store,No Price,3.2 out of 5,/JVC-HAFX103MW-Xplosives-Headphones-Original/dp/B0738C69QQ/ref=sr_1_211?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298761&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-211,7 ratings,['No Review']
152,Skullcandy Smokin' Buds 2 In-Ear Earbud - Black/Red,Visit the Skullcandy Store,$28.45,4.3 out of 5,/Skullcandy-Isolating-Microphone-Resistant-Oval-Shaped/dp/B00CTA2RYQ/ref=sr_1_26?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-26,748 ratings,"['earbuds', 'stopped working', 'skullcandy', 'sound quality', 'great sound', 'better than my beats', 'headphones that have been great', 'great headphones', 'earbuds', 'bass', 'ears', 'hear', 'pairs', 'immediately', 'terrible']"
153,"Plantronics Backbeat Go 2/R Headset, Black (88600-01)",Visit the Plantronics Store,No Price,3.6 out of 5,/Plantronics-Backbeat-Headset-Black-88600-01/dp/B00EVNVR2W/ref=sr_1_22?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APlantronics&rnid=2528832011&s=electronics&sr=1-22,47 ratings,"['battery life', 'ear buds', 'headset', 'bluetooth', 'headphones', 'ears', 'fall', 'gym', 'told']"
154,JVC HAFX39BTA Marshmallow Wireless in-Ear Headphones Color Blue/New,Visit the JVC Store,No Price,3.4 out of 5,/JVC-HAFX39BTA-Marshmallow-Wireless-Headphones/dp/B072MFDLHQ/ref=sr_1_65?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298740&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-65,10 ratings,['No Review']
155,In-ear Interchangeable Loop Headphones - Black (Discontinued by Manufacturer),Visit the Audio-Technica Store,$29.00,4 out of 5,/ear-Interchangeable-Loop-Headphones-Discontinued/dp/B002GYVZ52/ref=sr_1_81?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298632&refinements=p_89%3AAudio-Technica&rnid=2528832011&s=electronics&sr=1-81,1 rating,['No Review']
156,JVC HA-F130AN Gumy Headphone (Peppermint Blue) (Discontinued by Manufacturer),Visit the JVC Store,$8.90,4 out of 5,/JVC-HA-F130AN-Peppermint-Discontinued-Manufacturer/dp/B0012UKOVW/ref=sr_1_136?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298751&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-136,127 ratings,"['sound quality', 'earbuds', 'change their shape', 'still work', 'earbuds that come', 'nothing special', 'pretty good', 'headphones', 'long time', 'hard plastic', 'uncomfortable to wear', 'last long']"
157,"Samsung Galaxy Buds Live, True Wireless Earbuds w/Active Noise Cancelling (Wireless Charging Case Included), Mystic Black (US Version)",Visit the SAMSUNG Store,$169.99,4.1 out of 5,/Samsung-Wireless-Cancelling-Charging-Included/dp/B089B658NP/ref=sr_1_3?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-3,861 ratings,"['galaxy buds', 'sound quality', 'noise cancellation', 'buds live', 'battery life', 'airpods pro', 'noise cancelling', 'ear canal', 'active noise', 'call quality', 'much better', 'noise cancelation', 'airpod pros', 'airpods', 'touch controls']"
158,Panasonic Stereo in-Ear Lightweight Water-Resistant Active Sport Headphones with Mic/Remote for iPhone and iPod (Black),Visit the Panasonic Store,No Price,4 out of 5,/Panasonic-Lightweight-Water-Resistant-Active-Headphones/dp/B00CW0IMS8/ref=sr_1_103?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298342&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-103,4 ratings,['No Review']
159,Koss 181066 Keb6i In-Ear Headphones (Pink),Visit the Koss Store,$10.59,5 out of 5,/Koss-181066-Keb6i-Ear-Headphones/dp/B00LG9JANM/ref=sr_1_31?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298254&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-31,1 rating,['No Review']
160,Sony WI-SP600N Premium Waterproof Bluetooth Wireless Extra Bass Sports in-Ear 6 Hr of Playback Headphones/Microphone (White),Visit the Sony Store,$49.99,3.8 out of 5,/Sony-WI-SP600N-ear-inal%C3%A1mbricos-reproducci%C3%B3n/dp/B084WM9DBM/ref=sr_1_56?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298223&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-56,9 ratings,['No Review']
161,Bang & Olufsen Beoplay E8 Premium Truly Wireless Bluetooth Earphones - Charcoal Sand - 1644126,Visit the Bang & Olufsen Store,$109.99,3.3 out of 5,/Bang-Olufsen-Wireless-Bluetooth-Earphones/dp/B074WTL19N/ref=sr_1_1?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ABang+%26+Olufsen&rnid=2528832011&s=electronics&sr=1-1,"2,580 ratings","['sound quality', 'transparency mode', 'left earbud', 'bang and olufsen', 'battery life', 'truly wireless', 'bose soundsport', 'wireless earbuds', 'apple airpods', 'soundsport free', 'touch controls', 'left ear']"
162,"Audio-Technica ATH-CKS550XBTCG Solid Bass Bluetooth Wireless In-Ear Headphones, Champagne-Gold",Visit the Audio-Technica Store,$79.00,No Review,/Audio-Technica-ATH-CKS550XBTCG-Wireless-Headphones-Champagne-Gold/dp/B07HHRQ4S3/ref=sr_1_42?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298622&refinements=p_89%3AAudio-Technica&rnid=2528832011&s=electronics&sr=1-42,No Ratings,['No Review']
163,"AKG N5005 Reference Class 5-driver Configuration In-Ear Headphones with Customizable Sound (US Version), Black - GP-N505HAHHAAA",Visit the SAMSUNG Store,No Price,4.3 out of 5,/AKG-Reference-Configuration-Headphones-Customizable/dp/B079X5MXR2/ref=sr_1_62?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298299&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-62,30 ratings,"['sound quality', 'eartips', 'quality good', 'akg', 'earphones', 'harman', 'balanced', 'listen', 'shure', 'cable', 'headphones', 'wireless', 'audio', 'range', 'bass']"
164,Samsung Level in ANC Noise Cancelling Stereo Headset - (Retail Packing),Visit the SAMSUNG Store,$29.99,5 out of 5,/Samsung-Level-Cancelling-Stereo-Headset/dp/B08992GMVW/ref=sr_1_42?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298292&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-42,2 ratings,['No Review']
165,JLab Audio Epic Sport Wireless Earbuds | Active Lifestyle 12 Hour Battery Life | Bluetooth 4.2 | IP66 Sweatproof | Built in Microphones | Noise Isolation | Extra Gel Tips & Cush Fins | Gray,Visit the JLAB Store,No Price,2.8 out of 5,/Lifestyle-Bluetooth-Sweatproof-Microphones-Isolation/dp/B07H3DH5JX/ref=sr_1_36?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298365&refinements=p_89%3AJLAB&rnid=2528832011&s=electronics&sr=1-36,96 ratings,"['battery life', 'sound quality', 'epic sport', 'second pair', 'sweat a lot', 'stopped charging', 'fit my ears', 'bluetooth headphones', 'stopped working', 'stay in my ear', 'headphones never', 'proprietary charger']"
166,Stereo Earbud Headphones,Visit the Panasonic Store,No Price,No Review,/Panasonic-RP-HJE50-S-Stereo-Earbud-Headphones/dp/B000F3J7WO/ref=sr_1_65?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298335&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-65,No Ratings,['No Review']
167,"JVC Air Cushion Wireless Earbuds, 6.5-Hour Battery Life, Sweatproof IPX2, 3-Button Remote (Black)",Visit the JVC Store,No Price,No Review,/JVC-Wireless-6-5-Hour-Sweatproof-3-Button/dp/B08DKDJ9JJ/ref=sr_1_75?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298744&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-75,No Ratings,['No Review']
168,"Sony WI-C200 Wireless in-Ear Headset/Headphones with mic for Phone Call, White (WIC200/W)",Visit the Sony Store,No Price,4.3 out of 5,/Sony-Wi-C200-Wireless-Headphones-WIC200/dp/B07TJZLZ9C/ref=sr_1_12?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-12,922 ratings,"['sound quality', 'battery life', 'great sound', 'around your neck', 'ear piece', 'get what you pay', 'price point', 'bluetooth earbuds', 'great battery', 'listening to music', 'work great', 'wireless headphones', 'battery last']"
169,"Philips Bluetooth Headphone, White (SHB5950WT/27)",Visit the PHILIPS Store,No Price,2.3 out of 5,/Philips-Bluetooth-Headphone-SHB5950WT-27/dp/B01FWAZM0K/ref=sr_1_69?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298556&refinements=p_89%3APHILIPS&rnid=2528832011&s=electronics&sr=1-69,2 ratings,['No Review']
170,Samsung Galaxy Buds True Wireless Earbuds - White (Renewed),Visit the Amazon Renewed Store,$59.99,4.5 out of 5,/Samsung-Galaxy-Buds-Wireless-Earbuds/dp/B07RNMWPKW/ref=sr_1_4?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-4,"1,012 ratings","['sound quality', 'battery life', 'galaxy buds', 'brand new', 'noise cancellation', 'listen to music', 'worth the money', 'small ears', 'original packaging', 'work well', 'charging case', 'like new', 'easy to use']"
171,Bang & Olufsen Beoplay E8 2.0 Truly Wireless Bluetooth Earbuds and Charging Case - Natural with Wireless Charging Pad,Visit the Bang & Olufsen Store,$305.02,No Review,/Bang-Olufsen-Wireless-Bluetooth-Charging/dp/B07QG86XHS/ref=sr_1_17?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ABang+%26+Olufsen&rnid=2528832011&s=electronics&sr=1-17,No Ratings,['No Review']
172,JVC Gumy HA-F14-A Stereo Earphones HAF14 Peppermint Blue,Visit the JVC Store,$10.98,4.6 out of 5,/JVC-HA-F14-Stereo-Earphones-Peppermint/dp/B010PSDRNS/ref=sr_1_22?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-22,82 ratings,['No Review']
173,SONY In-Ear Headphones exclusively for Walkman with Noise-canceling Function | MDR-NWNC33 B Black,Visit the Sony Store,$68.50,4 out of 5,/Headphones-exclusively-Noise-canceling-Function-MDR-NWNC33/dp/B003FZB9SY/ref=sr_1_100?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298226&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-100,327 ratings,['No Review']
174,JBL T110 in Ear Headphones White,Visit the JBL Store,No Price,4.5 out of 5,/JBL-T110-Ear-Headphones-White/dp/B06VWP1NXP/ref=sr_1_111?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298823&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-111,422 ratings,['No Review']
175,"Philips SHE2005BK In-Ear Headphones, Black-Philips by Philips",Visit the PHILIPS Store,$12.97,3.3 out of 5,/Philips-SHE2005BK-Ear-Headphones-Black-Philips/dp/B00IGIRBZU/ref=sr_1_45?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298549&refinements=p_89%3APHILIPS&rnid=2528832011&s=electronics&sr=1-45,7 ratings,['No Review']
176,JBL Focus 100 Behind-the-Ear Sport Headphones Black,Visit the JBL Store,$17.94,3.7 out of 5,/JBL-Focus-Behind-Sport-Headphones/dp/B01MRX3UFO/ref=sr_1_61?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298816&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-61,38 ratings,['No Review']
