,Titles,Brands,Prices,Stars,Urls,Ratings,Review_Words
194,Powerbeats High-Performance Wireless Earphones - Apple H1 Chip - White with AppleCare+ Bundle,Visit the Beats Store,$158.95,3 out of 5,/Powerbeats-High-Performance-Wireless-Earphones-AppleCare/dp/B08741Y2JP/ref=sr_1_20?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ABeats&rnid=2528832011&s=electronics&sr=1-20,1 rating,['No Review']
195,"Samsung Galaxy Buds 2019, Bluetooth True Wireless Earbuds (Renewed)",Visit the Amazon Renewed Store,$69.99,4.5 out of 5,/dp/B07RV42L47/ref=sr_1_22?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-22,335 ratings,"['sound quality', 'work great', 'galaxy buds', 'earbuds', 'quality is great', 'earbuds', 'refurbished', 'note', 'accessories', 'bluetooth']"
196,"Koss KE10P Scalped Stereo Earbuds, Pink",Visit the Koss Store,No Price,2.4 out of 5,/Koss-KE10P-Scalped-Stereo-Earbuds/dp/B00JIKV35Y/ref=sr_1_32?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298254&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-32,2 ratings,['No Review']
197,Audio Technica ATH-EQ300M BK Black | Ear-Fit Headphones (Japan Import),Visit the Audio-Technica Store,$15.99,4.1 out of 5,/Technica-ATH-EQ300M-BK-Ear-Fit-Headphones/dp/B001DDLMN2/ref=sr_1_32?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298622&refinements=p_89%3AAudio-Technica&rnid=2528832011&s=electronics&sr=1-32,556 ratings,"['sound quality', 'audio technica', 'ear clip', 'good sound', 'pretty good', 'earbuds', 'really good', 'great sound', 'plastic ear', 'clip broke', 'lightweight', 'second pair', 'many others', 'around the ears', 'keep in mind']"
198,"JBL Reflect Flow Truly Wireless Sport In-Ear Headphones (Black, Renewed)",Visit the Amazon Renewed Store,$79.95,2 out of 5,/JBL-Reflect-Wireless-Headphones-Renewed/dp/B08C6RN4G7/ref=sr_1_54?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298816&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-54,1 rating,['No Review']
199,audio-technica SOLID BASS Portable Headphone Black Gold ATH-WS550 BGD,Brand: Audio-Technica,No Price,3.2 out of 5,/audio-technica-Portable-Headphone-ATH-WS550-BGD/dp/B016D9QZ3M/ref=sr_1_40?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298622&refinements=p_89%3AAudio-Technica&rnid=2528832011&s=electronics&sr=1-40,10 ratings,['No Review']
200,Pioneer High Resolution Canal Type Earphone SE-CH3TG (GOLD)【Japan Domestic Genuine Products】 【Ships from Japan】,Visit the Pioneer Store,$48.80,3.5 out of 5,/Resolution-Earphone-SE-CH3TG-Domestic-Products%E3%80%91/dp/B079ZV79G8/ref=sr_1_14?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APIONEER&rnid=2528832011&s=electronics&sr=1-14,12 ratings,['No Review']
201,"PHILIPS Wireless Earbuds Bluetooth Headphones, in Ear Headset Sport Stereo Earphone, Powerful Sound, IPX4 Waterproof with Mic",Visit the PHILIPS Store,$29.95,3.6 out of 5,/PHILIPS-Wireless-Bluetooth-Headphones-Waterproof/dp/B083JMQLCW/ref=sr_1_16?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APHILIPS&rnid=2528832011&s=electronics&sr=1-16,107 ratings,"['sound quality', 'battery life', 'earbuds', 'quality is good', 'nice sound', 'good sound', 'headphones', 'wireless', 'bluetooth', 'earbuds', 'earbud', 'volume', 'ears', 'comfort', 'sounds', 'decent', 'hour', 'okay']"
202,Powerbeats3 Wireless In-Ear Headphones - Siren Red (Renewed),Visit the Amazon Renewed Store,$79.99,4 out of 5,/Powerbeats3-Wireless-Ear-Headphones-Renewed/dp/B06XPLJR56/ref=sr_1_18?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ABeats&rnid=2528832011&s=electronics&sr=1-18,226 ratings,"['battery life', 'stopped charging', 'around my ears', 'waste your money', 'sound quality', 'brand new', 'something like', 'happy with purchase', 'hold a charge', 'new pair', 'headphones', 'broke', 'powerbeats', 'seller']"
203,SONY DR-BT150NC-R Red | In-Ear Bluetooth Wireless Noise Canceling Headphones (Japanese Import),Visit the Sony Store,No Price,4 out of 5,/DR-BT150NC-R-Bluetooth-Wireless-Canceling-Headphones/dp/B008G80FL2/ref=sr_1_212?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298244&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-212,10 ratings,['No Review']
204,Panasonic RP-HS34E-W WHITE Sport Headphones RPHS34,Visit the Panasonic Store,$19.95,3.9 out of 5,/Panasonic-RP-HS34E-W-WHITE-Headphones-RPHS34/dp/B00J58RPZQ/ref=sr_1_104?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298342&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-104,71 ratings,['No Review']
205,"JBL J33a BLK Premium In Ear Headphones with JBL Drivers and Microphone, Black (Discontinued by Manufacturer)",Visit the JBL Store,No Price,3.7 out of 5,/JBL-J33a-BLK-Discontinued-Manufacturer/dp/B00EE4DAT6/ref=sr_1_88?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298820&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-88,210 ratings,"['sound quality', 'stopped working', 'foam tips', 'sound great', 'left side', 'waste of money', 'earbud', 'side stopped', 'ears even', 'bass response', 'great sound', 'memory foam', 'build quality', 'fall out of my ears']"
206,"JLab Audio Diego in-Ear Earbud, Rugged Design, Tangle-Free Flat Cable, Universal Mic & Guaranteed for Life - Black/White/Blue",Visit the JLAB Store,$14.99,3.9 out of 5,/Earbud-Rugged-Tangle-free-Universal-GUARANTEED/dp/B00A17I8LA/ref=sr_1_13?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJLAB&rnid=2528832011&s=electronics&sr=1-13,462 ratings,"['sound quality', 'stopped working', 'listening to music', 'volume control', 'tangle free', 'good sound', 'great sound', 'skullcandy', 'earbud', 'another pair', 'must say', 'pretty good', 'recommend them to anyone']"
207,Pioneer Neck Band Type Bluetooth Earphone SE-C7BT-R (Carmine RED)【Japan Domestic Genuine Products】 【Ships from Japan】,Visit the Pioneer Store,$80.59,3.3 out of 5,/Bluetooth-Earphone-SE-C7BT-R-Domestic-Products%E3%80%91/dp/B079D3GLPF/ref=sr_1_10?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APIONEER&rnid=2528832011&s=electronics&sr=1-10,15 ratings,['No Review']
208,"Pioneer in-Ear Truly Wireless Sport Headphones SE-E8TW-P, Pink",Visit the Pioneer Store,$79.95,3.7 out of 5,/Pioneer-Truly-Wireless-Headphones-SE-E8TW-P/dp/B07NTXW3GZ/ref=sr_1_16?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APIONEER&rnid=2528832011&s=electronics&sr=1-16,52 ratings,"['battery life', 'sound quality', 'charging case', 'sound great', 'pretty good', 'ear canal', 'bluetooth range', 'wireless earbuds', 'easy enough', 'high hopes', 'sounds like', 'seal your ear', 'high end', 'hear ambient']"
209,[TERNS]Sony earphone ME-L91D[Japan Import],Visit the Sony Store,$12.49,3.6 out of 5,/TERNS-Sony-earphone-ME-L91D-Japan/dp/B00009VT2D/ref=sr_1_162?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298237&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-162,115 ratings,['No Review']
210,JVC HAFX39BTB Bluetooth Neckband in-Ear Headphones Black,Visit the JVC Store,No Price,3.6 out of 5,/JVC-HAFX39BTB-Marshmallow-Wireless-Headphones/dp/B071ZZ924Y/ref=sr_1_55?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298740&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-55,31 ratings,['No Review']
211,AKG N200 Wireless Bluetooth Earbuds - Black (US Version),Visit the Samsung Electronics Store,$65.91,3.7 out of 5,/AKG-N200-Wireless-Bluetooth-Earbuds/dp/B07HFQJKYV/ref=sr_1_39?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298292&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-39,226 ratings,"['sound quality', 'battery life', 'cleaning tool', 'charging cable', 'around your neck', 'bluetooth earbuds', 'price point', 'wireless earbuds', 'build quality', 'carrying case', 'wireless bluetooth', 'semi hard']"
212,Skullcandy Ink'd 2 Earbud (Black) (Discontinued by Manufacturer),Visit the Skullcandy Store,No Price,4.3 out of 5,/Skullcandy-Earbud-Black-Discontinued-Manufacturer/dp/B003HKTWKO/ref=sr_1_74?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298669&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-74,"3,777 ratings","['sound quality', 'skullcandy', 'stopped working', 'buy buy', 'paul frank', 'another pair', 'headphones', 'earbud', 'second pair', 'last long', 'highly recommend', 'much better', 'great price', 'outside noise']"
213,"In-Ear Headphones, Purple-Philips",Visit the PHILIPS Store,$6.93,2 out of 5,/Dentro-de-o%C3%ADdo-auriculares-purple-philips/dp/B00IGIRDTY/ref=sr_1_33?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298549&refinements=p_89%3APHILIPS&rnid=2528832011&s=electronics&sr=1-33,1 rating,['No Review']
214,Panasonic RP-TCM115-K Canal Type in-Ear Headphones RPTCM115 Black,Visit the Panasonic Store,No Price,4.4 out of 5,/Panasonic-RP-TCM115-K-Canal-Headphones-RPTCM115/dp/B07DF4SSH1/ref=sr_1_80?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298338&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-80,99 ratings,['No Review']
215,JVC HA-F160-G Gumy Earbud Headphones bass Boost HAF160 Green [Parallel Import Goods],Visit the JVC Store,$15.75,No Review,/JVC-HA-F160-G-earbud-headphones-parallel/dp/B06WLKFJ3S/ref=sr_1_46?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298732&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-46,No Ratings,['No Review']
216,Panasonic SAKIOTO Sealed Earbuds (Tulip Mix) Inner Earphones,Visit the Panasonic Store,No Price,3.5 out of 5,/Panasonic-SAKIOTO-Sealed-Earbuds-Earphones/dp/B008CN2JD8/ref=sr_1_79?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298338&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-79,15 ratings,['No Review']
217,Audio-Technica Balanced Armature type Inner Ear Monitor Headphones White ATH-CKB50 WH,Visit the Audio-Technica Store,No Price,No Review,/Audio-Technica-Balanced-Armature-Headphones-ATH-CKB50/dp/B00OTADM7U/ref=sr_1_94?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298632&refinements=p_89%3AAudio-Technica&rnid=2528832011&s=electronics&sr=1-94,No Ratings,['No Review']
218,"Shure SE425 Left Side Earphone Piece, No Cable or Clip, Clear",Visit the Shure Store,No Price,4 out of 5,/Shure-SE425-Earphone-Piece-Cable/dp/B00ZFRDJBA/ref=sr_1_35?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298695&refinements=p_89%3AShure&rnid=2528832011&s=electronics&sr=1-35,1 rating,['No Review']
219,Panasonic RP-TCM115-W Canal Type in-Ear Headphones RPTCM115 White,Visit the Panasonic Store,No Price,4.1 out of 5,/Panasonic-RP-TCM115-W-Auriculares-ear-RPTCM115/dp/B07DF6FDK8/ref=sr_1_113?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298342&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-113,39 ratings,['No Review']
220,"Monster NCredible NErgy In-Ear Headphones, Blue",Visit the Monster Store,$28.99,3.7 out of 5,/Monster-NCredible-NErgy-Ear-Headphones/dp/B009HL559O/ref=sr_1_28?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298846&refinements=p_89%3AMonster&rnid=2528832011&s=electronics&sr=1-28,190 ratings,"['sound quality', 'left earbud', 'stopped working', 'sound is great', 'earbud', 'listening to music', 'headphones', 'good sound', 'pretty good', 'right ear', 'nick cannon', 'poor quality', 'skullcandy', 'long time', 'worth the money']"
221,SONY Walkman 4GB headphone-integrated NW-WS413 (Lime Green),Visit the Sony Store,$99.99,4 out of 5,/SONY-Walkman-headphone-integrated-NW-WS413-Green/dp/B01BBWU9V0/ref=sr_1_82?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298226&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-82,291 ratings,['No Review']
222,Panasonic RP-HJX10 K [stereo earphones Black] (japan Import),Visit the Panasonic Store,$63.00,4 out of 5,/Panasonic-rp-hjx10-Auriculares-est%C3%A9reo-Importaci%C3%B3n/dp/B00O1NUQUG/ref=sr_1_81?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298338&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-81,18 ratings,['No Review']
223,"Samsung 8K 5M One Connection in-Wall Cable (98"" and Below) - VG-SOCR86U (2019), VG-SOCR86U/ZA",Visit the SAMSUNG Store,$206.02,4.2 out of 5,/Samsung-Connection-Wall-Cable-Below/dp/B07XTXF3MY/ref=sr_1_65?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298299&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-65,6 ratings,['No Review']
224,Panasonic Stereo Earphones Suites Blue Jewel RP-HJF3-A (Japan Import),Visit the Panasonic Store,No Price,4.2 out of 5,/Panasonic-stereo-earphones-Suites-RP-HJF3/dp/B0037HP47M/ref=sr_1_82?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298338&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-82,54 ratings,['No Review']
225,"JVC HAFD01 Metal Hi-Res IEM, Stainless Steel Body, Titanium Drivers, J-Mount Nozzle System with Customizable Sound Stage, and MMCX Detachable Cables (Stainless Steel)",Visit the JVC Store,$329.99,No Review,/JVC-Stainless-Titanium-Customizable-Detachable/dp/B08DKMJZMR/ref=sr_1_154?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298754&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-154,No Ratings,['No Review']
226,Panasonic RP-HJE100-D Noise Isolation In-Ear Earphones (Orange) (Discontinued by Manufacturer),Visit the Panasonic Store,$8.59,1 out of 5,/Panasonic-aislamiento-ruido-auriculares-Anaranjado/dp/B002881UWY/ref=sr_1_62?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298335&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-62,1 rating,['No Review']
227,"JVC Deep Bass Wireless Xtreme Xplosives Headphones with Remote and Mic - HAET103BTR (Red), (Model: HA-ET103BTR)",Visit the JVC Store,$37.44,3.8 out of 5,/Wireless-Xplosives-Headphones-JVC-HA-ET103BTR/dp/B07CNC25CY/ref=sr_1_105?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298747&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-105,21 ratings,['No Review']
228,Samsung OEM Wired 3.5mm Headset with Universal compatibility EO-EG920LW (Jewel Case w/ Extra Eargels),Visit the SAMSUNG Store,$9.95,4 out of 5,/Samsung-Headset-Universal-compatibility-EO-EG920LW/dp/B071SB1894/ref=sr_1_11?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-11,399 ratings,"['sound quality', 'waste of money', 'came with my phone', 'ear pieces', 'stay in my ears', 'noise cancelling', 'work fine', 'stopped working', 'earbuds', 'listening to music', 'get what you pay', 'came with my samsung']"
229,Philips in-Ear Headphones SHE8500 (Black) - Ergonomic Earbuds with Noise Isolation,Visit the PHILIPS Store,$9.99,3.5 out of 5,/Philips-Ear-Headphones-SHE8500-Black/dp/B003BLQ374/ref=sr_1_13?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APHILIPS&rnid=2528832011&s=electronics&sr=1-13,"1,110 ratings","['sound quality', 'asymmetric cable', 'earbud', 'great sound', 'wrap around', 'side is longer', 'make sure', 'low price', 'right ear', 'fantastic sound', 'sound for the price', 'ear headphones', 'headphones have great']"
230,The Amazing KOSS KEB10 EARBUD WHT,Visit the Koss Store,No Price,No Review,/Amazing-KOSS-KEB10-EARBUD-WHT/dp/B00MGADUWM/ref=sr_1_21?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-21,No Ratings,['No Review']
231,JBL Reflect Contour 2 Wireless In-Ear Headphones - Black - JBLREFCONTOUR2BAM (Renewed),Visit the Amazon Renewed Store,$40.77,5 out of 5,/JBL-Reflect-Contour-Wireless-Headphones/dp/B07YQ6LNJM/ref=sr_1_41?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298808&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-41,2 ratings,['No Review']
232,JVC HAFX38MA Blue Marshmallow in-Ear Headphones w/Remote/Mic,Visit the JVC Store,$19.75,3.1 out of 5,/JVC-HAFX38MA-Marshmallow-headphones-Remote/dp/B01MTF92TB/ref=sr_1_127?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298751&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-127,3 ratings,['No Review']
233,Jabra Evolve 65E Acc. Pack,Visit the Jabra Store,$14.00,3.5 out of 5,/Jabra-Evolve-65e-Accessories-Pack/dp/B07Q1JVCSB/ref=sr_1_45?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298475&refinements=p_89%3AJabra&rnid=2528832011&s=electronics&sr=1-45,52 ratings,['No Review']
234,Sony WI-C300 Wireless in-Ear Headphones (Black) Bundle with Knox Gear Hardshell Case (2 Items),Visit the Sony Store,$49.99,3.9 out of 5,/Sony-WI-C300-Wireless-Headphones-Earphone/dp/B07DL1C5SS/ref=sr_1_201?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298244&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-201,40 ratings,['No Review']
235,Sony Extra Bass Active Sports in Ear Ear Bud Over The Ear Splashproof Premium Headphones a Built-in mic Hands-Free Calls Snow-White (Limited Edition),Visit the Sony Store,$24.99,4 out of 5,/Sony-Splashproof-Headphones-Hands-Free-Snow-White/dp/B07GBCWVYV/ref=sr_1_27?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-27,128 ratings,"['sound quality', 'earbuds', 'loop around', 'stay in place', 'great value', 'sound great', 'around the ear', 'ears', 'earbuds', 'model', 'gym', 'earphones', 'adjustable', 'listen', 'mine', 'move', 'uncomfortable']"
236,Method Active Wireless Earbud - Olive,Visit the Skullcandy Store,$58.99,4.2 out of 5,/Skullcandy-Method-Active-Wireless-Earbud/dp/B07VS4N3JZ/ref=sr_1_41?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298659&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-41,82 ratings,"['battery life', 'sound quality', 'headphones', 'ear', 'earbuds', 'noise', 'buds', 'connected', 'running', 'stay']"
237,Panasonic Industry Leading Noise Cancelling Wireless Earbuds |Bluetooth Earbuds | True Wireless Earbuds | IPX4 Water Resistant | Alexa Compatible | RZ-S500W (White),Visit the Panasonic Store,$149.99,4.1 out of 5,/Panasonic-Cancelling-Bluetooth-Resistant-Compatible/dp/B086MFZVKH/ref=sr_1_3?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-3,110 ratings,"['sound quality', 'battery life', 'noise cancellation', 'noise cancelling', 'charging case', 'ambient sound', 'wireless earbuds', 'phone calls', 'voice assistant', 'highly recommend', 'great sound', 'noise reduction']"
238,JBL Reflect Mini In-Ear Headphones 3.5mm Stereo Wired Sweatproof Earbud with 1 Button Remote and Mic,Visit the JBL Store,$43.90,4.3 out of 5,/JBL-Reflect-Headphones-Stereo-Sweatproof/dp/B015XA2TQ4/ref=sr_1_20?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-20,111 ratings,"['sound quality', 'headphones', 'ear', 'bass', 'earphones', 'earbuds']"
239,"Samsung Galaxy Smartwatch (42mm) Midnight Black (Bluetooth) SM-R810NZKAXAR – US Version with Warranty & Galaxy Buds, Bluetooth True Wireless Earbuds, Black",Visit the SAMSUNG Store,No Price,4.8 out of 5,/Samsung-Smartwatch-Midnight-Bluetooth-SM-R810NZKAXAR/dp/B07WGZ3DM8/ref=sr_1_46?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298292&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-46,58 ratings,['No Review']
240,"Samsung Corded Type-C Earphones, White (EO-IC100BWEGUS)",Visit the SAMSUNG Store,$14.95,4.3 out of 5,/Samsung-Corded-Type-C-Earphones-EO-IC100BWEGUS/dp/B082QNS45Z/ref=sr_1_16?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-16,221 ratings,"['earphones', 'headphones', 'audio', 'sometimes', 'microphone', 'type', 'akg', 'ear', 'noise', 'note', 'usb']"
241,JBL Under Armour Flash In Ear Headphones (Black) (Renewed),Visit the Amazon Renewed Store,$89.98,3.8 out of 5,/JBL-Under-Armour-Headphones-Renewed/dp/B082VVDQSD/ref=sr_1_13?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-13,28 ratings,['No Review']
242,"Audio-Technica ATH-CKS550XiSRD Solid Bass In-Ear Headphones, Red",Visit the Audio-Technica Store,$44.51,4.2 out of 5,/Audio-Technica-ATH-CKS550XiSRD-Solid-Bass-Headphones/dp/B07HHT53YB/ref=sr_1_35?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298622&refinements=p_89%3AAudio-Technica&rnid=2528832011&s=electronics&sr=1-35,16 ratings,['No Review']
243,"Samsung Galaxy Buds+ Plus, True Wireless Earbuds w/improved battery and call quality, Red & Certified Fast Charge Wireless Charger Pad (2019 Edition) with Cooling Fan US version",Visit the SAMSUNG Store,No Price,4.8 out of 5,/Samsung-Wireless-Earbuds-improved-Certified/dp/B0869DHXY8/ref=sr_1_28?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298292&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-28,477 ratings,"['ear buds', 'battery life', 'wireless charger', 'sound quality', 'great sound', 'earbuds', 'red', 'ambient', 'charging', 'hear', 'plus', 'ears', 'bud', 'feature', 'galaxy', 'noise']"
244,JVC HAFX-10 Powerful Sound in-Ear Headphone - Pink,Visit the JVC Store,$16.51,5 out of 5,/JVC-HAFX-10-Powerful-Sound-Headphone/dp/B00VEEZENE/ref=sr_1_196?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298761&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-196,6 ratings,['No Review']
245,Koss KE10 JAMS Earbuds - Stereo - Blue - Wired - 32 Ohm - 40 Hz 20 kHz - Earbud - Binaural - in-Ear,Visit the Koss Store,No Price,No Review,/Koss-KE10-JAMS-Earbuds-Ear/dp/B00HUE40ZU/ref=sr_1_48?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298254&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-48,No Ratings,['No Review']
246,Panasonic RP-HJE125E-W - Ergofit Design Headphones,Visit the Panasonic Store,$10.90,4.3 out of 5,/Panasonic-RP-HJE-125E-Ergofit/dp/B00CBU0IYA/ref=sr_1_69?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298335&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-69,"1,236 ratings",['No Review']
247,Sony MDR-E10LP/Pink Headphones -Fashion Earbuds (Pink),Visit the Sony Store,No Price,3.7 out of 5,/Sony-MDR-E10LP-Headphones-Fashion-Earbuds/dp/B000JUT2XC/ref=sr_1_131?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298233&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-131,62 ratings,"['sound quality', 'stay in my ears', 'good for the price', 'love the pink', 'sound great', 'sound quality is pretty good', 'past 5 years', 'third pair', 'listen to music', 'came with my ipod', 'earbuds', 'second pair', 'long time']"
248,Audio Technica ATH-CKX7BK SONICFUEL IN-EAR HEADPHONE BLK ENHANCED DRIVERS FOR FULL AUDIO,Visit the Audio-Technica Store,No Price,3.2 out of 5,/Technica-ATH-CKX7BK-SONICFUEL-HEADPHONE-ENHANCED/dp/B00EC58Q3C/ref=sr_1_89?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298632&refinements=p_89%3AAudio-Technica&rnid=2528832011&s=electronics&sr=1-89,5 ratings,['No Review']
249,JBL J33i Premium In-Ear Headphones with Microphone - Black,Visit the JBL Store,No Price,3.4 out of 5,/JBL-J33i-Premium-Headphones-Microphone/dp/B009IKCJ8E/ref=sr_1_107?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298823&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-107,171 ratings,"['sound quality', 'great sound', 'stopped working', 'waste of money', 'keep falling', 'build quality', 'foam tips', 'headphones', 'excellent sound', 'deep bass', 'phone calls', 'volume control', 'flat cable', 'good sound']"
250,Monster Clarity HD High Definition In-Ear Headphones with Control Talk In-Line Controls Flat Tangle-Resistant Cables and Right-Angle Connector,Visit the Monster Store,$7.99,4.2 out of 5,/Monster-Definition-Headphones-Tangle-Resistant-Right-Angle/dp/B01EO50BZ0/ref=sr_1_39?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298846&refinements=p_89%3AMonster&rnid=2528832011&s=electronics&sr=1-39,22 ratings,['No Review']
251,Level in ANC Headphone White,Visit the SAMSUNG Store,$19.99,3.5 out of 5,/Level-ANC-Auriculares-diadema-blanco/dp/B01I48Z7UM/ref=sr_1_67?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298299&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-67,10 ratings,['No Review']
252,JLab Audio Fit 2.0 Bluetooth Enabled Wireless Sports Earbuds | Bluetooth 4.1 | 10mm Titanium Drivers | 6 Hour Battery Life | IP55 Sweatproof | Flexible Memory Wire | Green & Black,Visit the JLAB Store,$30.00,4 out of 5,/Audio-Sport-Bluetooth-Wireless-Earbuds/dp/B073WM27YM/ref=sr_1_15?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJLAB&rnid=2528832011&s=electronics&sr=1-15,104 ratings,"['sound quality', 'battery life', 'stopped working', 'waste of money', 'ear pieces', 'bluetooth headphones', 'quality is very good', 'sound is great', 'ears', 'earbuds', 'gym', 'earbud', 'stay', 'volume', 'audio']"
