,Titles,Brands,Prices,Stars,Urls,Ratings,Review_Words
446,Philips UpBeat ClearTones in Ear Earbud Headphones - Pink (SHE3010PH/27),Visit the PHILIPS Store,$10.88,3 out of 5,/Philips-UpBeat-ClearTones-Earbud-Headphones/dp/B013LZ2XMS/ref=sr_1_25?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APHILIPS&rnid=2528832011&s=electronics&sr=1-25,2 ratings,['No Review']
447,Skullcandy Smokin Bud 2 Earphones Black/Hot Blue,Visit the Skullcandy Store,No Price,4.1 out of 5,/Skullcandy-Smokin-Earphones-Black-Blue/dp/B00KO92EM4/ref=sr_1_82?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298669&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-82,5 ratings,['No Review']
448,Skdy Inkd 2.0 Cyan,Visit the Skullcandy Store,$17.99,3.3 out of 5,/Skullcandy-S2IKFZ-383-Skdy-Inkd-Cyan/dp/B00JL1CBQU/ref=sr_1_88?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298669&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-88,29 ratings,['No Review']
449,Panasonic RP-HS220-A Inner Ear Clip Sports w/Extension (Blue) (Discontinued by Manufacturer),Visit the Panasonic Store,$22.99,3.8 out of 5,/Panasonic-RP-HS220-Extension-Discontinued-Manufacturer/dp/B004MMEI3W/ref=sr_1_96?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298338&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-96,25 ratings,"['sound quality', 'ear buds', 'headphones', 'gym', 'extension', 'length']"
450,"Sony Sony mdrzx110 zx series stereo headphones white, 0.8 Ounce",Visit the Sony Store,No Price,3 out of 5,/Unknown-MDR-ZX110WHI-Studio-Monitor-Headphones/dp/B076JDRNJN/ref=sr_1_220?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298247&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-220,3 ratings,['No Review']
451,Shure SE535LTD Limited Edition Red Sound Isolating Earphones with Remote + Microphone,Visit the Shure Store,No Price,3.6 out of 5,/Shure-SE535LTD-Isolating-Earphones-Microphone/dp/B00EANUQ4S/ref=sr_1_30?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298695&refinements=p_89%3AShure&rnid=2528832011&s=electronics&sr=1-30,53 ratings,"['volume control', 'limited edition', 'able to hear', 'never heard', 'much better', 'ear pieces', 'better sound', 'lack of bass', 'quality sound', 'sound quality', 'amazing sound', 'sound better', 'cable', 'earbuds']"
452,JBL Free X - True Wireless in-Ear Headphone - Black,Visit the JBL Store,$99.93,5 out of 5,/JBL-Free-Wireless-Ear-Headphone/dp/B07TCQV8KD/ref=sr_1_71?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298816&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-71,2 ratings,['No Review']
453,"JVC Air Cushion Wireless Earbuds, 6.5-Hour Battery Life, Sweatproof IPX2, 3-Button Remote (White)",Visit the JVC Store,No Price,No Review,/JVC-Wireless-6-5-Hour-Sweatproof-3-Button/dp/B08DKM6PCK/ref=sr_1_76?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298744&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-76,No Ratings,['No Review']
454,"Monster Clarity HD In-Ear Headphones, Neon Pink (Certified Refurbished)",Visit the Amazon Renewed Store,$7.49,No Review,/Monster-Clarity-Headphones-Certified-Refurbished/dp/B077DGCWW3/ref=sr_1_55?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298853&refinements=p_89%3AMonster&rnid=2528832011&s=electronics&sr=1-55,No Ratings,['No Review']
455,"JVC Gumy Truly Wireless Earbuds Headphones, Bluetooth 5.0, Water Resistance(IPX4), Long Battery Life (up to 15 Hours) - HAA7TP (Pink)",Visit the JVC Store,$29.95,No Review,/JVC-Wireless-Headphones-Bluetooth-Resistance/dp/B08GXDR3MD/ref=sr_1_26?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-26,No Ratings,['No Review']
456,Jabra Wave Bluetooth Headset- Red [Retail Packaging],Visit the Jabra Store,$199.99,2.4 out of 5,/Jabra-Bluetooth-Headset-Retail-Packaging/dp/B00KUI6PPG/ref=sr_1_42?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298475&refinements=p_89%3AJabra&rnid=2528832011&s=electronics&sr=1-42,6 ratings,['No Review']
457,Philips in-Ear Headphones with Microphone (Rich Sound),Visit the PHILIPS Store,$17.94,4 out of 5,/Philips-SHE3905GD-Wired-Earphones-Headphones/dp/B00J6YW5FY/ref=sr_1_67?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298556&refinements=p_89%3APHILIPS&rnid=2528832011&s=electronics&sr=1-67,272 ratings,['No Review']
458,JVC Victor In-ear Stereo Headphones for Sports | HA-EBX86-W White (Japanese Import),Visit the JVC Store,$32.00,3.6 out of 5,/Auriculares-est%C3%A9reo-deportes-ha-ebx86-w-Importaci%C3%B3n/dp/B005F2BNEA/ref=sr_1_194?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298761&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-194,32 ratings,['No Review']
459,Shure SE535-V-J Sound Isolating Earphones (International Version),Visit the Shure Store,No Price,3.8 out of 5,/Shure-SE535-V-J-Isolating-Earphones-International/dp/B003YOH8RW/ref=sr_1_31?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298695&refinements=p_89%3AShure&rnid=2528832011&s=electronics&sr=1-31,43 ratings,"['mids and highs', 'bass', 'earphones', 'headphones', 'expensive', 'clarity']"
460,Skullcandy Pro Headphone Travel Kit (Black),Visit the Skullcandy Store,$29.99,No Review,/Skullcandy-Pro-Headphone-Travel-Black/dp/B083N8L8PJ/ref=sr_1_90?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298669&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-90,No Ratings,['No Review']
461,Jabra EarWrap Headset for phones with a 2.5mm Jack,Visit the Jabra Store,No Price,2.3 out of 5,/Jabra-EarWrap-Headset-phones-2-5mm/dp/B000056PYS/ref=sr_1_44?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298475&refinements=p_89%3AJabra&rnid=2528832011&s=electronics&sr=1-44,7 ratings,['No Review']
462,Koss 168990 The Plug Earbuds,Visit the Koss Store,$23.96,No Review,/Koss-168990-The-Plug-Earbuds/dp/B00K5K6LC6/ref=sr_1_61?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298263&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-61,No Ratings,['No Review']
463,JBL Wired In-Ear Earphones Noise Reduction Isolation Music Sport Running headphones Headset With Mic For Smartphone Headphones,Visit the JBL Store,$33.59,3.4 out of 5,/JBL-Earphones-Reduction-Headphones-Smartphone/dp/B07FL4LV31/ref=sr_1_46?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298808&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-46,32 ratings,['No Review']
464,Powerbeats High-Performance Wireless Earphones - Apple H1 Chip - Black with AppleCare+ Bundle,Visit the Beats Store,$158.95,4.5 out of 5,/Powerbeats-High-Performance-Wireless-Earphones-AppleCare/dp/B0873ZWPRF/ref=sr_1_16?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ABeats&rnid=2528832011&s=electronics&sr=1-16,9 ratings,['No Review']
465,Sennheiser CX 300S In Ear Headphone with One-Button Smart Remote - Red,Visit the Sennheiser Consumer Audio Store,$49.95,4.3 out of 5,/Sennheiser-CX-300S-Headphone-One-Button/dp/B07N9J4BTK/ref=sr_1_7?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASennheiser+Consumer+Audio&rnid=2528832011&s=electronics&sr=1-7,341 ratings,"['sound quality', 'noise cancellation', 'price point', 'good sound', 'really good', 'outside noise', 'listening to music', 'pretty good', 'use for phone', 'sound great', 'love sennheiser', 'audio quality']"
466,Sony MDR-A35G Headphones (Discontinued by Manufacturer),Visit the Sony Store,$149.95,3.9 out of 5,/Sony-MDR-A35G-Headphones-Discontinued-Manufacturer/dp/B000067G0J/ref=sr_1_218?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298247&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-218,392 ratings,"['sound quality', 'sweat guard', 'sports headphones', 'good sound', 'stopped working', 'another pair', 'sound good', 'ear canal', 'guard mechanism', 'gym bag', 'great sound', 'much better']"
467,JLab Audio Gravity Bluetooth Wireless Neckband | Bluetooth 4.1 | Titanium 10mm Drivers | 10 Hour Battery Life | 3.5mm Headphone Jack Plug-in | Black,Visit the JLAB Store,No Price,3.7 out of 5,/Audio-Gravity-Bluetooth-Wireless-Neckband/dp/B071HLK27R/ref=sr_1_39?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298365&refinements=p_89%3AJLAB&rnid=2528832011&s=electronics&sr=1-39,46 ratings,"['battery life', 'cable management', 'sound quality', 'phone calls', 'sound great', 'included earbuds', 'around my neck', 'use the earbuds', 'neckband', 'audio', 'ear', 'hear', 'wired', 'cord', 'buds']"
468,Panasonic RP-HJE125-V Wired Earphones,Visit the Panasonic Store,No Price,4.5 out of 5,/Panasonic-Wired-Earphones-Purple-RP-HJE125-V/dp/B00DVHNKZ6/ref=sr_1_10?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-10,604 ratings,['No Review']
469,JVC Pink and Green Nozzel Secure Comfort Fit Sweat Proof Gumy Sport Earbuds with long colored cord HA-EN10P,Visit the JVC Store,$14.93,4.2 out of 5,/JVC-Comfort-Earbuds-colored-HA-EN10P/dp/B00LG9J9M4/ref=sr_1_4?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-4,556 ratings,"['sound quality', 'stay put', 'pretty good', 'stay in my ear', 'earbud', 'bud covers', 'sound good', 'ear canal', 'absolutely love', 'second pair', 'small ears', 'anything else', 'ever owned', 'stay in place', 'price point']"
470,SONY | MDR-EX55LP Pink Rose High Performance Earbuds / Earphones / Headphones,Visit the Sony Store,No Price,3 out of 5,/MDR-EX55LP-Performance-Earbuds-Earphones-Headphones/dp/B001GMRYLY/ref=sr_1_150?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298237&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-150,4 ratings,['No Review']
471,Beats by Dr. Dre BeatsX Wireless In-Ear Headphones - Black (Renewed),Visit the Amazon Renewed Store,No Price,3.7 out of 5,/Beats-BeatsX-Wireless-Ear-Headphones/dp/B06Y2D5M31/ref=sr_1_27?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298402&refinements=p_89%3ABeats&rnid=2528832011&s=electronics&sr=1-27,744 ratings,"['battery life', 'stopped working', 'sound quality', 'power button', 'new ones', 'brand new', 'wireless in-ear', 'sound great', 'good sound', 'headphone', 'phone calls', 'waste your money', 'pairing process']"
472,Koss PATHFINDRW Lightweight Earbud Stereophone with In-line Volume Control - (WHITE),Visit the Koss Store,No Price,3.7 out of 5,/Koss-PATHFINDRW-Lightweight-Stereophone-Control/dp/B001S0NTMC/ref=sr_1_14?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-14,202 ratings,"['volume control', 'earbuds', 'sound quality', 'ear canal', 'ear plugs', 'stay in my ears', 'going strong', 'in-line volume', 'outside noise', 'much better', 'years ago', 'in-ear headphones', 'noise cancelling', 'feel like']"
473,JVC HAF12B in-Ear Stereo Headphones - Black,Visit the JVC Store,$18.49,No Review,/JVC-HAF12B-Ear-Stereo-Headphones/dp/B08B39YLX3/ref=sr_1_160?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298754&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-160,No Ratings,['No Review']
474,JLab Audio Epic Sport2 Wireless Earbuds | Black | Active Lifestyle 20+ Hour Battery Life | Bluetooth 5 | IP66 Sweatproof | Built in Microphones | Noise Isolation | Extra Gel Tips & Cush Fins,Visit the JLAB Store,$49.99,3.8 out of 5,/Lifestyle-Bluetooth-Sweatproof-Microphones-Isolation/dp/B084WRK2WV/ref=sr_1_12?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJLAB&rnid=2528832011&s=electronics&sr=1-12,41 ratings,"['battery life', 'ear', 'bluetooth', 'earbuds', 'headphones', 'buds', 'hear']"
475,Sony MDREX36V/BLU EX Earbud Headphone (Blue) (Discontinued by Manufacturer),Visit the Sony Store,No Price,3.2 out of 5,/Sony-MDREX36V-BLU-Discontinued-Manufacturer/dp/B001EYU3JY/ref=sr_1_146?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298237&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-146,58 ratings,"['volume control', 'sound quality', 'stopped working', 'listen to music', 'in-line volume', 'fall out of my ears', 'different sizes', 'best headphones', 'years ago', 'high end', 'last pair', 'quality is good', 'earbud']"
476,Sony MDREX15AP Fashion Color EX Series Earbud Headset with Mic (White),Visit the Sony Store,No Price,3.8 out of 5,/Sony-MDREX15AP-Fashion-Earbud-Headset/dp/B00JGZH6KM/ref=sr_1_32?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298213&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-32,"1,527 ratings","['sound quality', 'stopped working', 'earbud', 'sound great', 'another pair', 'good sound', 'left earbud', 'last for a long', 'bought this pair', 'left ear', 'recommend it to anyone', 'poor quality', 'already broken', 'mic button']"
477,Audio Technica ATH-EQ300M PL Purple | Ear-Fit Headphones (Japan Import),Visit the Audio-Technica Store,$15.00,4.3 out of 5,/Technica-ATH-EQ300M-PL-Ear-Fit-Headphones/dp/B001DDIJ24/ref=sr_1_59?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298629&refinements=p_89%3AAudio-Technica&rnid=2528832011&s=electronics&sr=1-59,211 ratings,"['sound quality', 'audio technica', 'great sound', 'earbuds', 'different lengths', 'piece broke', 'good sound', 'listen to music', 'ear piece', 'pretty good', 'quality is really', 'great headphones', 'good sound quality']"
478,JBL E55BT Over-Ear Wireless Headphones Black,Visit the JBL Store,$79.99,4.4 out of 5,/JBL-E55BT-Over-Ear-Wireless-Headphones/dp/B01N7CV2TS/ref=sr_1_114?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298823&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-114,656 ratings,"['sound quality', 'battery life', 'build quality', 'noise cancelling', 'noise cancellation', 'stopped working', 'great sound', 'left ear', 'good sound', 'ear cups', 'via bluetooth', 'hurt my ears']"
479,"JVC Truly Wireless AE Sport Headphones, 27H Total Battery Life with Charging Case, Touch & Talk, Bluetooth 5.0, Touch Sensor Control, Waterproof IP55 (Gray)",Visit the JVC Store,$149.95,No Review,/JVC-Wireless-Headphones-Bluetooth-Waterproof/dp/B08997BRTV/ref=sr_1_108?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298747&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-108,No Ratings,['No Review']
480,JVC HAFX5V Gumy(R) Plus Inner-Ear Earbuds (Violet) Consumer electronic,Visit the JVC Store,$16.39,No Review,/JVC-Inner-Ear-Earbuds-Consumer-electronic/dp/B0143ITVHC/ref=sr_1_111?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298747&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-111,No Ratings,['No Review']
481,JVC HAFR15B in-Ear Headphones with Microphone (Black),Visit the JVC Store,$14.95,No Review,/JVC-HARF15B-Earset-Earbud-Ear/dp/B07L6J21CB/ref=sr_1_144?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298751&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-144,No Ratings,['No Review']
482,"Panasonic RPHJE290K Earbud Earphone, Black",Visit the Panasonic Store,No Price,4.6 out of 5,/Panasonic-RPHJE290K-Earbud-Earphone-Black/dp/B007G938WK/ref=sr_1_44?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298328&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-44,2 ratings,['No Review']
483,PANASONIC RP-HJE125-A HJE125 ErgoFit in-Ear Earbuds (Blue) Consumer Electronics,Visit the Panasonic Store,$16.75,No Review,/PANASONIC-RP-HJE125-ErgoFit-Consumer-electronics/dp/B013YPLYKW/ref=sr_1_70?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298335&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-70,No Ratings,['No Review']
484,Sony MDR-AS40EX Active Style Headphones Earbud Style (Black),Visit the Sony Store,$149.95,4 out of 5,/Sony-MDR-AS40EX-Active-Headphones-Earbud/dp/B0015AFOR8/ref=sr_1_128?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298233&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-128,278 ratings,"['sound quality', 'stopped working', 'short cord', 'another pair', 'second pair', 'earbud', 'small ears', 'extension cord', 'great sound', 'waste of money', 'wrap around', 'different sizes', 'cord length']"
485,"Skullcandy Smokin' Buds 2 In-Ear Bluetooth Wireless Earbuds with Microphone, Black",Visit the Skullcandy Store,$25.04,4.2 out of 5,/Skullcandy-Bluetooth-Wireless-Earbuds-Microphone/dp/B013UFETBW/ref=sr_1_20?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-20,"3,799 ratings","['battery life', 'sound quality', 'skullcandy', 'around my neck', 'stopped working', 'smokin buds', 'back of my neck', 'phone in my pocket', 'low battery', 'comfortable to wear', 'bluetooth headphones']"
486,"JLab Audio Comfort Petite high-performance earbuds, blissfully slim, soft rounded shape, ultra-compact titanium micro drivers Headphones, GUARANTEED FOR LIFE - Pink",Visit the JLAB Store,$34.99,3.9 out of 5,/high-performance-blissfully-ultra-compact-Headphones-GUARANTEED/dp/B00JKUZ4BG/ref=sr_1_26?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJLAB&rnid=2528832011&s=electronics&sr=1-26,62 ratings,"['earbuds', 'hurt my ears', 'sound quality', 'petite earbuds', 'last a long', 'small ears', 'new pair', 'ears stay', 'great sound', 'tiny', 'pairs', 'canals', 'comfort', 'fall', 'microphone', 'noise', 'smaller', 'wire']"
487,Samsung Level Active Bluetooth Wireless Fitness Earbuds HD Premium Sound Sweat & Splash Resistant - with Car-Charger 3FT USB C OTG (US Retail Packing Kit),Visit the SAMSUNG Store,$38.99,3.9 out of 5,/Samsung-Active-Bluetooth-Wireless-Resistant/dp/B07RM5WB44/ref=sr_1_44?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298292&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-44,26 ratings,['No Review']
488,Koss Earbud Stereophone (168990) -,Visit the Koss Store,$19.62,No Review,/Koss-Earbud-Stereophone-168990/dp/B007W7WWXW/ref=sr_1_57?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298263&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-57,No Ratings,['No Review']
489,JVC Pink and Green Nozzel Secure Comfort Fit Sweat Proof Gumy Sport Earbuds with long colored cord HA-EN1R15P,Visit the JVC Store,$16.40,4.3 out of 5,/JVC-HA-ENR15-Sport-Headphones-Remote/dp/B00LGPFVAM/ref=sr_1_16?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-16,180 ratings,"['sound quality', 'stay in my ears', 'earbuds', 'work well', 'stopped working', 'best earbuds', 'earbuds ever', 'quality of sound', 'quality is better', 'apple earbuds', 'good quality', 'sound good', 'headphones', 'yurbuds']"
490,JVC Victor In-ear Stereo Headphones for Sports | HA-EBX86-A Blue (Japanese Import),Visit the JVC Store,$27.62,3.5 out of 5,/JVC-Victor-Headphones-HA-EBX86-Japanese/dp/B005F2BNAO/ref=sr_1_224?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298764&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-224,25 ratings,['No Review']
491,Sony Super Lightweight in-Ear Noise Canceling Headphones,Visit the Sony Store,No Price,No Review,/Sony-Super-Lightweight-Canceling-Headphones/dp/B00FP0U6JU/ref=sr_1_228?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298247&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-228,No Ratings,['No Review']
492,JVC Hi-Res corresponding canal type earphone HA-FX99X-B (Black),Visit the JVC Store,$108.90,4.2 out of 5,/JVC-Hi-Res-corresponding-earphone-HA-FX99X-B/dp/B01M0O8MA3/ref=sr_1_67?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298740&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-67,171 ratings,['No Review']
493,PANASONIC RP-HJE125-A HJE125 ErgoFit In-Ear Earbuds (Blue) Electronic Accessories,Visit the Panasonic Store,No Price,No Review,/PANASONIC-RP-HJE125-ErgoFit-Electronic-Accessories/dp/B01BB31NVY/ref=sr_1_45?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298328&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-45,No Ratings,['No Review']
494,Koss-headphones Ke10p Pink Stereo Earbuds Slim - Contour Design Soft Rubber Body,Visit the Koss Store,$14.45,No Review,/Koss-headphones-Ke10p-Pink-Stereo-Earbuds/dp/B00K9Q34O4/ref=sr_1_51?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298263&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-51,No Ratings,['No Review']
495,JLab Audio JBuds Pro Bluetooth Wireless Signature Earbuds | Titanium 10mm Drivers | 6-Hour Battery Life | Music Controls | Noise Isolation | Bluetooth 4.1 Extra Gel Tips and Cush Fins | Black,Visit the JLAB Store,$19.88,4.4 out of 5,/Bluetooth-Wireless-Signature-Titanium-Isolation/dp/B072BM7VQX/ref=sr_1_7?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJLAB&rnid=2528832011&s=electronics&sr=1-7,"1,489 ratings","['sound quality', 'battery life', 'second pair', 'bluetooth headphones', 'stopped working', 'bluetooth earbuds', 'work well', 'cush fins', 'pretty good', 'easy to use', 'phone calls', 'highly recommend']"
496,Shure SCL2 Sound Isolating Earphones - Clear,Visit the Shure Store,No Price,3.2 out of 5,/Shure-SCL2-Sound-Isolating-Earphones/dp/B000UF0BWM/ref=sr_1_38?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298695&refinements=p_89%3AShure&rnid=2528832011&s=electronics&sr=1-38,33 ratings,"['sound isolating', 'bass response', 'ear pieces', 'new pair', 'able to hear', 'sent it back', 'outside noise', 'keep in mind', 'sound quality', 'lack of bass', 'high end', 'sound isolation', 'earbud', 'good news']"
497,"Sony NWWS623/B Waterproof and Dustproof Walkman with Bluetooth,Black",Visit the Sony Store,$148.00,3.8 out of 5,/Sony-NWWS623-Waterproof-Dustproof-Bluetooth/dp/B07343TRVR/ref=sr_1_143?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298233&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-143,147 ratings,"['ear pieces', 'battery life', 'sound quality', 'device', 'player', 'swimming', 'ears', 'walkman', 'pool', 'running', 'waterproof', 'model', 'ambient', 'hear', 'mode', 'listen', 'previous', 'audio']"
498,JBL Everest 110 in-Ear Wireless Bluetooth Headphones (Gun Metal),Visit the JBL Store,$46.95,3.7 out of 5,/JBL-Everest-Wireless-Bluetooth-Headphones/dp/B075QQ57LK/ref=sr_1_81?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298820&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-81,33 ratings,['No Review']
499,"Audio Technica ATHCHX5ISWH SonicFuel Hybrid Earbud Headphones for Smartphones, White",Visit the Audio-Technica Store,$38.95,2.5 out of 5,/Technica-ATHCHX5ISWH-SonicFuel-Headphones-Smartphones/dp/B00IIIGHOE/ref=sr_1_23?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AAudio-Technica&rnid=2528832011&s=electronics&sr=1-23,51 ratings,"['sound quality', 'audio technica', 'headphones', 'ears', 'earbuds', 'uncomfortable', 'hurt', 'hybrid']"
500,"Sony Premium In-Ear EX Series Earbud Headphones With In-Line iOS Remote & Mic For Volume And Track Control & Hands-Free Talking Compatable with Android phones, 9 mm High Sensitivity Driver Units, Tangle Free Cord, 5 - 24,000 Hz Frequency Response",Visit the Sony Store,$34.90,5 out of 5,/Sony-Premium-EX-Headphones-Sensitivity/dp/B00DGZAUG0/ref=sr_1_65?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298223&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-65,1 rating,['No Review']
501,JVC Victor In-ear Stereo Headphones for smartphones | HA-FRD60-W White (Japanese Import),Visit the JVC Store,$24.75,3.3 out of 5,/JVC-Headphones-smartphones-HA-FRD60-W-Japanese/dp/B008H05CU8/ref=sr_1_169?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298757&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-169,3 ratings,['No Review']
502,"JVC In Ear Headphones Sweat Proof Earphones with Built-In Remote and Mic for Call Handling, White",Visit the JVC Store,$8.99,4.1 out of 5,/JVC-Headphones-Earphones-Built-Handling/dp/B00VEEZUQU/ref=sr_1_62?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298740&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-62,25 ratings,['No Review']
503,JBL E15 In-Ear Headphones with One-Button Remote and Mic (Blue),Visit the JBL Store,No Price,3.9 out of 5,/JBL-Ear-Headphones-One-Button-Remote/dp/B01N4ASEMY/ref=sr_1_101?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298823&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-101,16 ratings,['No Review']
504,"Samsung EO-IC100BBEGUS Corded Type-C Earphones, Black",Visit the SAMSUNG Store,$10.49,4.1 out of 5,/Samsung-EO-IC100BBEGUS-Corded-Type-C-Earphones/dp/B082QPHYZQ/ref=sr_1_8?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-8,"1,181 ratings","['sound quality', 'white noise', 'came with my phone', 'earbuds', 'hissing noise', 'every time', 'waste your money', 'worked fine', 'comfortable to wear', 'ones that came', 'pleasantly surprised', 'second pair']"
505,Sony Lightweight Water-Resistant Sweat-Proof Active Series Sport Headphones (Green),Visit the Sony Store,$41.90,No Review,/Sony-Lightweight-Water-Resistant-Sweat-Proof-Headphones/dp/B00KGIQUEQ/ref=sr_1_240?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298247&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-240,8 ratings,['No Review']
