,Titles,Brands,Prices,Stars,Urls,Ratings,Review_Words
55,JBL LIVE 200 - In-Ear Neckband Wireless Headphone - Blue,Visit the JBL Store,$69.95,4 out of 5,/JBL-Live-Neckband-Wireless-Headphone/dp/B07QHYVBCJ/ref=sr_1_53?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298816&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-53,51 ratings,['No Review']
56,Sony Deep Bass Earphones with Smartphone Control and Mic - Metallic White,Visit the Sony Store,$37.98,4.1 out of 5,/Sony-Deep-Earphones-Smartphone-Control/dp/B00I3LUUYO/ref=sr_1_71?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298223&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-71,458 ratings,['No Review']
57,"JVC HA-NC70 Noise Cancelling Ear Clip Stereo L Shaped 3.5 mm Headphones with Mini Connector, 24 Karat Gold Plated (Discontinued by Manufacturer)",Visit the JVC Store,No Price,2 out of 5,/JVC-HA-NC70-Cancelling-Discontinued-Manufacturer/dp/B0009EFFZ2/ref=sr_1_213?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298761&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-213,5 ratings,['No Review']
58,Koss KEB20 Portable Isolation Earbud (Blue),Visit the Koss Store,No Price,3.3 out of 5,/Koss-KEB20-Portable-Isolation-Earbud/dp/B000N7VPL8/ref=sr_1_44?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298254&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-44,4 ratings,['No Review']
59,Panasonic Stereo Earphones Suites Jewel Black RP-HJF3-K (Japan Import),Visit the Panasonic Store,No Price,3.2 out of 5,/Panasonic-stereo-earphones-Suites-RP-HJF3-K/dp/B0037HP4AY/ref=sr_1_49?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298328&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-49,22 ratings,['No Review']
60,[Domestic regular article] KOSS Earbuds CC_01 (japan import),Visit the Koss Store,No Price,3 out of 5,/Domestic-regular-Earbuds-CC_01-japan/dp/B002CPHVTY/ref=sr_1_66?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298263&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-66,1 rating,['No Review']
61,"JBL Endurance Dive, Wireless MP3 in-Ear Sport Headphone with One-Button Mic/Remote - Black (Renewed)",Visit the Amazon Renewed Store,$44.99,4 out of 5,/JBL-Endurance-Wireless-Headphone-One-Button/dp/B087KSQ9P7/ref=sr_1_85?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298820&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-85,2 ratings,['No Review']
62,Sony Deep Bass Earphones - Metallic Black,Visit the Sony Store,$26.05,4.3 out of 5,/Sony-Deep-Bass-Earphones-Metallic/dp/B00I3LUSN2/ref=sr_1_57?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298223&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-57,"1,870 ratings",['No Review']
63,JBL Duet Mini 2 Bluetooth Wireless in Ear Headphones Blue (Renewed),Visit the Amazon Renewed Store,No Price,No Review,/JBL-Bluetooth-Wireless-Headphones-Renewed/dp/B07S95HK3P/ref=sr_1_104?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298823&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-104,No Ratings,['No Review']
64,Shure SE846-BLU+BT1 Wireless Sound Isolating Earphones with Bluetooth Enabled Communication Cable,Visit the Shure Store,$821.00,4.5 out of 5,/Shure-SE846-BLU-BT1-Isolating-Communication/dp/B07CH74F3S/ref=sr_1_13?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AShure&rnid=2528832011&s=electronics&sr=1-13,72 ratings,"['high end', 'foam tips', 'years ago', 'quality sound', 'sound quality', 'every day', 'day every day', 'sounds good', 'sound better', 'best sound', 'sound great', 'iem', 'ear', 'audio', 'headphones', 'seal', 'earbuds']"
65,Sennheiser HD1 In-Ear Headphones (iOS version) - Black Red (Discontinued by Manufacturer),Visit the Sennheiser Consumer Audio Store,$99.95,4.2 out of 5,/Sennheiser-HD1-Ear-Headphones-version/dp/B01MR84GU2/ref=sr_1_13?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASennheiser+Consumer+Audio&rnid=2528832011&s=electronics&sr=1-13,121 ratings,"['sound quality', 'earbuds', 'build quality', 'stopped working', 'quality is very good', 'another pair', 'better sound', 'great sound', 'headphones', 'earbuds', 'bass', 'sennheiser', 'cable', 'cord']"
66,Powerbeats Wired in-Ear Headphone - Black (Renewed),Visit the Amazon Renewed Store,$54.99,4.2 out of 5,/Powerbeats-Wired-in-Ear-Headphone-Black/dp/B07893KPRM/ref=sr_1_14?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ABeats&rnid=2528832011&s=electronics&sr=1-14,99 ratings,['No Review']
67,Samsung Level Active Wireless Bluetooth Fitness Earbuds - Blue Black - EO-BG930CLEGUS,Visit the SAMSUNG Store,$33.99,3.8 out of 5,/Samsung-Wireless-Bluetooth-Fitness-Earbuds/dp/B01JQXW4OG/ref=sr_1_30?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298292&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-30,287 ratings,"['sound quality', 'battery life', 'easy to use', 'quit working', 'earbud', 'stay in my ears', 'ear hooks', 'listening to music', 'never buy', 'wireless earbuds', 'sound great', 'good fit', 'great headphones']"
68,KOSS 168990 The Plug Earbuds,Visit the Koss Store,$24.94,4.7 out of 5,/KOSS-168990-The-Plug-Earbuds/dp/B00OY0QQ9G/ref=sr_1_42?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298254&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-42,2 ratings,['No Review']
69,"JBL LIVE 300TWS - True Wireless In-Ear Bluetooth Headphones with Microphone, Smart Ambient, Amazon Alexa Voice Control, up to 20 hour Battery, works with Android and Apple iOS (Blue)",Visit the JBL Store,$119.95,4.4 out of 5,/JBL-LIVE-300TWS-Ear-Headphones/dp/B085J2Z6DJ/ref=sr_1_3?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-3,299 ratings,"['sound quality', 'battery life', 'highs and mids', 'talk thru', 'best sounding', 'galaxy buds', 'touch controls', 'wireless earbuds', 'earbud', 'sound great', 'clear highs', 'sound good', 'sound amazing', 'way better', 'best earbuds']"
70,Sennheiser IE60 Headphone,Visit the Sennheiser Consumer Audio Store,$129.95,3.8 out of 5,/Sennheiser-IE60-Headphone/dp/B005N8W23C/ref=sr_1_14?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASennheiser+Consumer+Audio&rnid=2528832011&s=electronics&sr=1-14,376 ratings,"['sound quality', 'earbuds', 'ear canal', 'price range', 'little bit', 'noise isolation', 'noise cancellation', 'foam tips', 'high end', 'fit my ears', 'seemed like', 'well worth', 'worth the price', 'sound isolation']"
71,Sony ME-84H Mono Earphones Code 1M 3.5mm Plug ME84H /Genuine,Visit the Sony Store,$8.89,4.1 out of 5,/Sony-ME-84H-Earphones-3-5mm-GENUINE/dp/B00009VT2G/ref=sr_1_78?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298226&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-78,44 ratings,['No Review']
72,JVC America Genuine Gumy Headphone White,Visit the JVC Store,$14.99,No Review,/JVC-America-Genuine-Headphone-White/dp/B00J9UB0IS/ref=sr_1_215?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298761&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-215,No Ratings,['No Review']
73,Philips SHE3590GY/10 in-Ear Headphones - Grey,Visit the PHILIPS Store,No Price,3.3 out of 5,/Philips-SHE3590GY-10-Ear-Headphones/dp/B007BOLAHU/ref=sr_1_71?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298556&refinements=p_89%3APHILIPS&rnid=2528832011&s=electronics&sr=1-71,27 ratings,['No Review']
74,T280A (Black),Visit the JBL Store,$28.99,4 out of 5,/JBL-T280A-Stereo-Headphone-Black/dp/B07FFNT5K9/ref=sr_1_103?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298823&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-103,2 ratings,['No Review']
75,Sony WI-SP600N Premium Waterproof Bluetooth Wireless Extra Bass Sports in-Ear 6 Hr of Playback Headphones/Microphone (International Version) (Yellow),Visit the Sony Store,$49.99,3.7 out of 5,/Sony-Waterproof-Headphones-Microphone-International/dp/B081DCGL7D/ref=sr_1_51?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298213&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-51,13 ratings,['No Review']
76,Skullcandy Ink'd (Discontinued by Manufacturer) - Pink/Black,Visit the Skullcandy Store,No Price,4.2 out of 5,/Skullcandy-Inkd-Discontinued-Manufacturer-Black/dp/B007136BMA/ref=sr_1_59?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298666&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-59,204 ratings,"['sound quality', 'skullcandy', 'earbud', 'low price', 'work great', 'long time', 'like the color', 'size ear', 'great earbuds', 'good quality', 'new pair', 'great for the price', 'love these headphones', 'great sound']"
77,Skullcandy Merge 3.5mm Stereo Headset for Phones - Retail Packaging - Black/Chrome,Visit the Skullcandy Store,No Price,3.6 out of 5,/Skullcandy-Merge-Stereo-Headset-Phones/dp/B0084EUZ2C/ref=sr_1_91?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298669&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-91,85 ratings,"['skullcandy', 'volume control', 'low end', 'sound quality', 'earbuds', 'sounded great', 'headphones', 'bass', 'ears', 'earbuds', 'iphone', 'mic', 'calls', 'cord', 'poor', 'sounds', 'uncomfortable']"
78,JBL Live 200BT Wireless in-Ear Neckband Headphones (Black),Visit the JBL Store,No Price,3.8 out of 5,/JBL-Wireless-Headphones-Three-Button-Microphone/dp/B07DD1SSZX/ref=sr_1_79?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298820&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-79,49 ratings,"['sound quality', 'around neck', 'stay in place', 'quality is not good', 'ear', 'buds', 'due']"
79,"Bang & Olufsen Beoplay E8 Sport True Wireless In-Ear Bluetooth Earphones with Customizable Comfort Fit, Microphones and Touch Control, Wireless Charging Case, 28H Playtime, IP57 Dustproof & Waterproof",Visit the Bang & Olufsen Store,$320.91,4 out of 5,/Bang-Olufsen-Customizable-Microphones-Waterproof/dp/B0882PQ1SC/ref=sr_1_6?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ABang+%26+Olufsen&rnid=2528832011&s=electronics&sr=1-6,37 ratings,"['bang and olufsen', 'sound quality', 'battery life', 'charging case', 'quality and sound', 'sound from these earphones', 'ear', 'headphones', 'headset', 'bass', 'wings', 'app', 'connect', 'foam', 'playtime']"
80,Panasonic RP-HT21 Lightweight Headphones with XBS (50 Pack),Visit the Panasonic Store,$349.99,5 out of 5,/Panasonic-RP-HT21-Lightweight-Headphones-Pack/dp/B01M0P3K8R/ref=sr_1_88?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298338&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-88,3 ratings,['No Review']
81,Skullcandy Ink'd 2 Mic (Discontinued by Manufacturer),Visit the Skullcandy Store,$11.99,3.9 out of 5,/Skullcandy-Inkd-Mic-Discontinued-Manufacturer/dp/B004P1ITUI/ref=sr_1_69?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298666&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-69,87 ratings,"['earbuds', 'sound quality', 'control switch', 'headphones', 'in-line microphone', 'microphone and control', 'phones with mic', 'sound great', 'headphones', 'earbuds', 'voice', 'bass', 'hear']"
82,Skullcandy Ink'd Mic'd 2.0 Black/Red One Size,Visit the Skullcandy Store,$20.99,4.2 out of 5,/Skullcandy-Microphone-Tangle-Reducing-Noise-Isolating-Precision/dp/B007136E0O/ref=sr_1_3?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-3,"10,499 ratings","['sound quality', 'skullcandy', 'stopped working', 'earbud', 'headphones', 'another pair', 'last long', 'listening to music', 'second pair', 'good quality', 'good sound', 'work well', 'highly recommend', 'long time', 'great price']"
83,"JBL Endurance Sprint Waterproof Wireless in-Ear Sport Bluetooth Headphones Earbuds with Touch Controls, Black (Renewed)",Visit the Amazon Renewed Store,$28.95,4 out of 5,/JBL-Endurance-Waterproof-Headphones-Refurbished/dp/B07GDVMMRY/ref=sr_1_38?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298808&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-38,28 ratings,['No Review']
84,JBL Reflect Contour 2 Wireless Sport In-Ear Headphones with Three-Button Remote and Microphone (Blue),Visit the JBL Store,$49.95,3.9 out of 5,/JBL-Wireless-Headphones-Three-Button-Microphone/dp/B079Y5D9TH/ref=sr_1_82?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298820&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-82,97 ratings,"['sound quality', 'battery life', 'get loud', 'something else', 'fall out of ears', 'quality sound', 'bass', 'earbuds', 'volume', 'sweat', 'returned', 'workouts', 'buds', 'ear', 'owned', 'warranty', 'wireless']"
85,Sennheiser HD1 Wireless Headphones with Active Noise Cancellation – Ivory (Discontinued by Manufacturer),Visit the Sennheiser Consumer Audio Store,$472.43,4.1 out of 5,/Sennheiser-HD1-Wireless-Headphones-Cancellation/dp/B01MS9JH3C/ref=sr_1_32?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298513&refinements=p_89%3ASennheiser+Consumer+Audio&rnid=2528832011&s=electronics&sr=1-32,340 ratings,"['sound quality', 'noise cancellation', 'battery life', 'noise cancelling', 'ear cups', 'build quality', 'quiet comfort', 'great sound', 'top of my head', 'bluetooth connection', 'bose quiet', 'active noise', 'ear pads']"
86,JBL E25BT Bluetooth in-Ear Headphones White (Renewed),Visit the Amazon Renewed Store,$32.99,3.9 out of 5,/JBL-E25BT-Bluetooth-Headphones-Renewed/dp/B07JG7HBVX/ref=sr_1_97?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298823&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-97,62 ratings,['No Review']
87,JBL Duet Bluetooth Wireless On-Ear Headphones - Black,Visit the JBL Store,No Price,4.3 out of 5,/JBL-Duet-Bluetooth-Wireless-Headphones/dp/B01MZ4BDJL/ref=sr_1_121?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298827&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-121,143 ratings,"['stopped working', 'sound quality', 'great sound', 'sound is great', 'headphone', 'bluetooth', 'ear', 'gym', 'phones', 'range', 'computer', 'connect', 'fall', 'function', 'hear', 'leather', 'noise']"
88,"Monster iSport Achieve Wireless in-Ear Sweat-Proof Bluetooth Sport Headphones, Green (137088-00)",Visit the Monster Store,$35.09,3.2 out of 5,/Monster-Sweat-Proof-Bluetooth-Headphones-137088-00/dp/B01MATN5XL/ref=sr_1_29?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298846&refinements=p_89%3AMonster&rnid=2528832011&s=electronics&sr=1-29,67 ratings,['No Review']
89,Monster Turbine Pearl High-Performance In-Ear Speakers with ControlTalk (Discontinued by Manufacturer),Visit the Monster Store,$49.88,3.4 out of 5,/Monster-High-Performance-ControlTalk-Discontinued-Manufacturer/dp/B003I65U12/ref=sr_1_27?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298846&refinements=p_89%3AMonster&rnid=2528832011&s=electronics&sr=1-27,51 ratings,"['sound quality', 'earbuds', 'turbine pearl', 'ear hooks', 'build quality', 'honest opinion', 'ear tips', 'headphones', 'really like', 'ear speakers', 'crisp and clear', 'fit your ears', 'ultimate ears', 'fit well', 'much better']"
90,Panasonic RP-HJE50 W Stereo Earbud Headphones with Replacement Earpads (White) (Discontinued by Manufacturer),Visit the Panasonic Store,No Price,3.7 out of 5,/Panasonic-Headphones-Replacement-Discontinued-Manufacturer/dp/B000BX1032/ref=sr_1_64?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298335&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-64,7 ratings,['No Review']
91,Skullcandy Jib True Wireless in-Ear Earbud - True Black,Brand: Skullcandy,No Price,No Review,/Skullcandy-True-Wireless-Ear-Earbud/dp/B08G1X87ZY/ref=sr_1_101?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298673&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-101,No Ratings,['No Review']
92,"Samsung Corded Type-C Earphones, White (EO-IC100BWEGUS) (Renewed)",Visit the Amazon Renewed Store,$11.99,5 out of 5,/Samsung-Corded-Earphones-EO-IC100BWEGUS-Renewed/dp/B0874VDKTY/ref=sr_1_50?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298299&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-50,8 ratings,['No Review']
93,"Samsung Galaxy Buds+ Plus, True Wireless Earbuds w/improved battery and call quality (Wireless Charging Case included), Black – US Version (Renewed)",Visit the Amazon Renewed Store,$107.99,4.4 out of 5,/Samsung-Wireless-improved-Charging-included/dp/B085N7LS4T/ref=sr_1_23?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-23,54 ratings,['No Review']
94,"Skullcandy Jib in-Ear Noise-Isolating Earbuds with Microphone and Remote for Hands-Free Calls, Lightweight, Stereo Sound and Enhanced Base, Wired 3.5mm Jack, Miami/Black",Visit the Skullcandy Store,No Price,3.7 out of 5,/Skullcandy-Noise-Isolating-Microphone-Hands-Free-Lightweight/dp/B07DGPSWY3/ref=sr_1_68?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298666&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-68,132 ratings,['No Review']
95,3.28 ft. 20kHz. Gumy Earbuds in Red,Visit the JVC Store,$14.25,No Review,/JVC-Gumy-Earbuds-Red/dp/B00SS1VR3M/ref=sr_1_99?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298747&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-99,No Ratings,['No Review']
96,Philips UpBeat ClearTones in Ear Earbud Headphones with Mic - Black (SHE3015BK/27),Visit the PHILIPS Store,$16.95,4.6 out of 5,/Philips-Upbeat-ClearTones-Earbud-Headphones/dp/B074ZNQ65Y/ref=sr_1_35?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298549&refinements=p_89%3APHILIPS&rnid=2528832011&s=electronics&sr=1-35,2 ratings,['No Review']
97,JVC Victor In-ear Stereo Headphones for smartphones | HA-FRD60-R Red (Japanese Import),Visit the JVC Store,$33.08,3.3 out of 5,/JVC-Headphones-smartphones-HA-FRD60-R-Japanese/dp/B008H05C9E/ref=sr_1_195?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298761&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-195,14 ratings,['No Review']
98,"Koss QZ Buds in-Ear Active Noise Cancelling Earbuds, in-Line Microphone and Touch Remote Control, Monitor Mode, Carry Case Included, Wired with 3.5mm Plug, Black",Visit the Koss Store,$99.99,3.1 out of 5,/Koss-Cancelling-Earbuds-Microphone-Carrying/dp/B079ZBNF24/ref=sr_1_10?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-10,6 ratings,['No Review']
99,Evolve 65T True Wireless Professional UC Headset - MS Version,Visit the Jabra Store,$244.95,3.6 out of 5,/Jabra-Evolve-True-Wireless-Earbuds/dp/B07L1JRXF1/ref=sr_1_20?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJabra&rnid=2528832011&s=electronics&sr=1-20,13 ratings,['No Review']
100,"Monster DNA In-Ear Headphones, White",Visit the Monster Store,$29.00,4.2 out of 5,/Monster-DNA-In-Ear-Headphones-White/dp/B00A0I97RY/ref=sr_1_22?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AMonster&rnid=2528832011&s=electronics&sr=1-22,141 ratings,"['sound quality', 'earbuds', 'worth the money', 'ear tips', 'headphones', 'skullcandy', 'feel cheap', 'tangle free', 'quality is ok at best', 'in-ear headphones', 'amazing monster sound', 'build quality', 'worth its price']"
101,"Pioneer Truly Wireless in-Ear Headphones, Black, SE-C8TW(B)",Visit the Pioneer Store,No Price,3.2 out of 5,/Pioneer-Truly-Wireless-Headphones-SE-C8TW/dp/B07CZGFSM2/ref=sr_1_7?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APIONEER&rnid=2528832011&s=electronics&sr=1-7,80 ratings,"['battery life', 'sound quality', 'charging case', 'left and right', 'wireless earbuds', 'true wireless', 'truly wireless', 'in-ear headphones', 'great sound', 'wireless headphones', 'works well', 'bluetooth headphones']"
102,JVC HA-FX101-W Xtreme Xplosives In Ear Headphones - White,Visit the JVC Store,$18.90,3.5 out of 5,/JVC-HA-FX101-W-Xtreme-Xplosives-Headphones/dp/B00JC1RGGY/ref=sr_1_125?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298751&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-125,23 ratings,['No Review']
103,Philips SHE3590BK/28 In-Ear Headphones (Black),Visit the PHILIPS Store,$6.99,4.1 out of 5,/Philips-SHE3590BK-28-Headphones-Black/dp/B007TRUTZS/ref=sr_1_30?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298549&refinements=p_89%3APHILIPS&rnid=2528832011&s=electronics&sr=1-30,806 ratings,"['sound quality', 'great sound', 'build quality', 'stopped working', 'long time', 'still work', 'really good', 'in-ear headphones', 'price range', 'washing machine', 'anything else', 'price point', 'second pair']"
104,"Koss BT232i Wireless Bluetooth Earclips, in-Line Microphone, Volume Control and Touch Remote, Sweat Resistant, Dark Grey and Black",Visit the Koss Store,$34.99,3.7 out of 5,/Koss-Bluetooth-Microphone-Lightweight-Resistant/dp/B07FJRNF6R/ref=sr_1_49?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298254&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-49,43 ratings,"['sound quality', 'battery life', 'life is good', 'sound good', 'ear', 'headphones', 'stay', 'running', 'bluetooth', 'earbuds', 'bass', 'cord', 'performance', 'volume', 'wireless', 'workout', 'advertised']"
105,Sony MDREX15AP/L Fashion Color Series Earbud Headset with Mic Blue,Visit the Sony Store,No Price,4.2 out of 5,/Sony-MDREX15AP-Fashion-Earbud-Headset/dp/B00I3LV2U0/ref=sr_1_54?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298223&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-54,325 ratings,['No Review']
106,NCAA Virginia Cavaliers SportBuds Headphones,Visit the Koss Store,$15.59,3.5 out of 5,/NCAA-Virginia-Cavaliers-SportBuds-Headphones/dp/B000X1ME1E/ref=sr_1_84?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298266&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-84,2 ratings,['No Review']
107,JVC HAFX21BT Powerful Sound Wireless Bluetooth in Ear Headphones - White,Visit the JVC Store,$43.72,3.6 out of 5,/JVC-HAFX21BT-Powerful-Bluetooth-Headphones/dp/B076CM2YCC/ref=sr_1_200?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298761&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-200,18 ratings,['No Review']
108,Skullcandy Uproar Wireless On-Ear Headphone - White/Grey,Visit the Skullcandy Store,$34.99,4.3 out of 5,/Skullcandy-Bluetooth-Headphones-Microphone-Rechargeable/dp/B0719HCN9M/ref=sr_1_97?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298669&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-97,306 ratings,"['battery life', 'sound quality', 'much better', 'charge it every', 'another pair', 'good sound', 'great price', 'pretty good', 'long time', 'long battery', 'love these headphones', 'quality is good', 'bluetooth headphones']"
109,"Panasonic RP-HV41-D Eardrops Stereo Earbud Style Earphones, Orange/Light Blue (Discontinued by Manufacturer)",Visit the Panasonic Store,$7.90,3.3 out of 5,/Panasonic-RP-HV41-D-Earphones-Discontinued-Manufacturer/dp/B00C190Y7W/ref=sr_1_15?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-15,7 ratings,['No Review']
110,Audio-Technica ATH-CKS990iS Solid Bass In-Ear Headphones with In-line Microphone & Control,Visit the Audio-Technica Store,$99.00,3.4 out of 5,/Audio-Technica-ATH-CKS990iS-Headphones-Microphone-Control/dp/B018U941AW/ref=sr_1_18?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AAudio-Technica&rnid=2528832011&s=electronics&sr=1-18,73 ratings,"['audio technica', 'stopped working', 'sound quality', 'ear headphones', 'solid bass', 'sound great', 'in-ear headphones', 'great bass', 'great sound', 'ears', 'headphone', 'highs', 'burn', 'cks', 'earbuds', 'tinny']"
111,"Sony WF-1000XM3 Industry Leading Noise Canceling Truly Wireless Earbuds Headset/Headphones with Alexa Voice Control And Mic For Phone Call, Black",Visit the Sony Store,$228.00,4.1 out of 5,/Sony-WF-1000XM3-Industry-Canceling-Wireless/dp/B07T81554H/ref=sr_1_7?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-7,"5,001 ratings","['sound quality', 'noise cancellation', 'battery life', 'true wireless', 'wireless earbuds', 'call quality', 'google assistant', 'touch controls', 'left earbud', 'listening to music', 'noise cancelation', 'earbud']"
112,Skullcandy Hesh (Discontinued by Manufacturer),Visit the Skullcandy Store,No Price,4.4 out of 5,/Skullcandy-Hesh-Discontinued-by-Manufacturer/dp/B0071369KY/ref=sr_1_99?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298673&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-99,314 ratings,"['sound quality', 'skullcandy', 'detachable cable', 'great headphones', 'great sound', 'definitely recommend', 'son loves', 'year old', 'crisp sound', 'good for the price', 'best headphones', 'pretty good', 'good sound']"
