,Titles,Brands,Prices,Stars,Urls,Ratings,Review_Words
113,"JVC Gumy Gamer, in Ear Earbud Headphones with Mic, Remote, and Mute Switch for Gaming and Chatting, Powerful Sound, Comfortable and Secure Fit, Silicone Ear Pieces S/M/L - HAFX7GW (White)",Visit the JVC Store,$13.95,4 out of 5,/JVC-Gumy-Gamer-HA-FX7G-W-Earset/dp/B07BLMFXWV/ref=sr_1_15?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-15,130 ratings,"['mute switch', 'volume control', 'mute button', 'mic mute', 'sound quality', 'earbuds', 'decent sound', 'earbuds with a mute', 'gaming', 'microphone', 'headphones', 'headset', 'hear', 'calls', 'noise', 'okay', 'bother']"
114,Sony - H700 Hi-Res Wireless in Ear Headphone Black (WIH700/B) (Certified Refurbished),Visit the Amazon Renewed Store,$149.99,No Review,/Sony-Wireless-Headphone-Certified-Refurbished/dp/B07MG7YY6D/ref=sr_1_117?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298230&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-117,No Ratings,['No Review']
115,Panasonic Rphv096 Black Headphone Ear Bud,Visit the Panasonic Store,No Price,No Review,/Panasonic-rphv096-Negro-auricular-Ear-Bud/dp/B007DRRQQY/ref=sr_1_111?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298342&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-111,No Ratings,['No Review']
116,"Plantronics BackBeat FIT 350 Wireless Headphones, Stable, Ultra-Light, Sweatproof in Ear Workout Headphones, Black",Visit the Plantronics Store,$59.99,3.8 out of 5,/Plantronics-BackBeat-Headphones-Ultra-Light-Sweatproof/dp/B07G46Q8GR/ref=sr_1_9?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APlantronics&rnid=2528832011&s=electronics&sr=1-9,344 ratings,"['sound quality', 'battery life', 'noise cancelling', 'rubber cover', 'great sound', 'wireless headphones', 'backbeat fit', 'noise cancellation', 'bluetooth headphones', 'pretty good', 'good sound', 'really good']"
117,"JBL REFLECT FLOW - True Wireless Earbuds, Bluetooth Sport Headphones with Microphone, Waterproof, up to 30 Hours Battery, Charging Case and Quick Charge, works with Android and Apple iOS (Teal)",Visit the JBL Store,$105.99,3.9 out of 5,/JBL-Reflect-Flow-intrauriculares-inal%C3%A1mbricos/dp/B07VNBJMQ2/ref=sr_1_7?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-7,563 ratings,"['battery life', 'sound quality', 'charging case', 'earbuds', 'noise cancellation', 'great sound', 'volume control', 'right earbud', 'ambient aware', 'left earbud', 'stopped charging', 'push a button', 'noise cancelling']"
118,Koss 179772 Noise Isolating In Ear Earbuds (white),Visit the Koss Store,No Price,No Review,/Koss-179772-Noise-Isolating-Earbuds/dp/B009HCN6H6/ref=sr_1_46?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298254&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-46,No Ratings,['No Review']
119,"BeatsX Wireless Earphones - Apple W1 Headphone Chip, Class 1 Bluetooth, Black-Red (Renewed)",Visit the Amazon Renewed Store,No Price,4 out of 5,/BeatsX-Wireless-Earphones-Headphone-Bluetooth/dp/B086GZ88ZN/ref=sr_1_8?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ABeats&rnid=2528832011&s=electronics&sr=1-8,34 ratings,['No Review']
120,JVC 18.2 x 7 x 3 cm Gumy Sweat-Proof Sport Wireless Bluetooth in-Ear Headphones - Black,Visit the JVC Store,$36.70,3.8 out of 5,/JVC-Sweat-proof-Wireless-Bluetooth-Headphones/dp/B076CT47F9/ref=sr_1_166?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298754&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-166,27 ratings,['No Review']
121,Koss 186602 Keb6i In-Ear Headphones (Violet),Visit the Koss Store,No Price,No Review,/Koss-186602-Keb6i-Headphones-Violet/dp/B00LG9JA0K/ref=sr_1_81?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298266&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-81,No Ratings,['No Review']
122,"Monster iSport Bluetooth Wireless In-Ear Sports Headphones - Blue, Running, Sweatproof",Visit the Monster Store,$39.99,2.7 out of 5,/Monster-iSport-Bluetooth-Wireless-Headphones/dp/B00OLT53XK/ref=sr_1_36?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298846&refinements=p_89%3AMonster&rnid=2528832011&s=electronics&sr=1-36,313 ratings,"['battery life', 'sound quality', 'stopped working', 'fully charged', 'waste of money', 'earbuds', 'bluetooth', 'stay in my ear', 'bluetooth connection', 'every time', 'sound good', 'fully charge']"
123,KOSS 168990 The Plug Earbuds,Visit the Koss Store,No Price,4.6 out of 5,/KOSS-168990-The-Plug-Earbuds/dp/B0052RHLS0/ref=sr_1_16?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-16,2 ratings,['No Review']
124,Koss 183046 Traditional Mossy Oak Stereophone Earbuds (Pink),Visit the Koss Store,$12.89,2.5 out of 5,/Koss-183046-Traditional-Stereophone-Earbuds/dp/B008FLEL6U/ref=sr_1_34?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298254&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-34,5 ratings,['No Review']
125,KOSS 183707 / KE5k Earphone Stereo - Black - Wired - 32 Ohm - 70 Hz 20 kHz - Earbud - Binaural - Open - 4 ft Cable,Visit the Koss Store,$18.13,No Review,/KOSS-183707-KE5k-Earphone-Stereo/dp/B00HPTLSJG/ref=sr_1_65?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298263&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-65,No Ratings,['No Review']
126,"Sennheiser CX 150BT Bluetooth 5.0 Wireless Headphone - 10-Hour Battery Life, USB-C Fast Charging, Two Device Connectivity - White (CX 150BT White)",Visit the Sennheiser Consumer Audio Store,$49.95,3.6 out of 5,/Sennheiser-CX-150BT-Bluetooth-Headphone/dp/B083W8TM8V/ref=sr_1_5?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASennheiser+Consumer+Audio&rnid=2528832011&s=electronics&sr=1-5,41 ratings,"['earbuds', 'battery life', 'sound quality', 'ear tips', 'several times', 'build quality', 'audio equipment', 'price point', 'quality sound', 'much better', 'sound great', 'good sound', 'sound as good', 'headphones']"
127,Sony MDRE828LP/SLV Lightweight Earbuds (Silver),Visit the Sony Store,No Price,4 out of 5,/Sony-MDRE828LP-SLV-Lightweight-Earbuds/dp/B0015AM30Y/ref=sr_1_142?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298233&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-142,281 ratings,"['sound quality', 'years ago', 'good sound', 'foam covers', 'carrying case', 'price range', 'headphones', 'great sound', 'fit my ears', 'ear canal', 'sound good', 'getting harder', 'long time', 'last long', 'sound great']"
128,"Bang & Olufsen Beoplay H9i Wireless Bluetooth Over-Ear Headphones with Active Noise Cancellation, Transparency Mode and Microphone – Black - 1645026",Visit the Bang & Olufsen Store,No Price,4.1 out of 5,/Bang-Olufsen-Headphones-Cancellation-Transparency/dp/B078HSVK7M/ref=sr_1_24?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ABang+%26+Olufsen&rnid=2528832011&s=electronics&sr=1-24,"1,143 ratings","['sound quality', 'noise cancelling', 'noise cancellation', 'battery life', 'touch controls', 'bang and olufsen', 'build quality', 'transparency mode', 'ear cups', 'bowers and wilkins', 'proximity sensor', 'pair of headphones']"
129,"Skullcandy Jib In-Ear Noise-Isolating Earbuds, Lightweight, Stereo Sound and Enhanced Base, Wired 3.5mm Jack Connectivity, Purple",Visit the Skullcandy Store,No Price,4.3 out of 5,/Skullcandy-Noise-Isolating-Lightweight-Enhanced-Connectivity/dp/B004MWJSB4/ref=sr_1_36?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298659&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-36,994 ratings,"['skullcandy', 'sound quality', 'stopped working', 'great sound', 'low price', 'earbud', 'buy a new', 'last long', 'long time', 'really good', 'new pair', 'outside noise', 'fit well', 'even though', 'years ago', 'left side']"
130,JVC Haf160 Grape Violet Gumy Bass Boost Stereo Earbud Headphones Ha-f160-v New Great Gift Ship Worldwide,Visit the JVC Store,$13.87,4 out of 5,/JVC-Haf160-Headphones-Ha-f160-v-Worldwide/dp/B00HGQQSE8/ref=sr_1_68?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298740&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-68,1 rating,['No Review']
131,Shure SE425-CL-EFS Sound Isolating Earphones,Visit the Shure Store,No Price,4 out of 5,/SHURE-se425-cl-efs-Auriculares-Aislamiento-Ac%C3%BAstico/dp/B003S3RD6U/ref=sr_1_47?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298695&refinements=p_89%3AShure&rnid=2528832011&s=electronics&sr=1-47,50 ratings,['No Review']
132,JVC Gumy Plus in Ear Headphones - Pink,Visit the JVC Store,$21.72,No Review,/JVC-Gumy-Plus-Ear-Headphones/dp/B074C5ZZWH/ref=sr_1_220?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298764&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-220,No Ratings,['No Review']
133,Skullcandy Smokin' Buds (Discontinued by Manufacturer),Visit the Skullcandy Store,$13.99,4 out of 5,/Skullcandy-Smokin-Buds-Discontinued-Manufacturer/dp/B007136E2M/ref=sr_1_85?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298669&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-85,129 ratings,"['sound quality', 'second pair', 'smokin buds', 'stopped working', 'even though', 'good bass', 'great sound', 'good sound', 'sound as good', 'mic', 'microphone', 'earbuds', 'noise', 'stay', 'button', 'ears']"
134,"Sony MDRXB510AS/B Extra Bass Wired Headphones, Best Sports Headphones W/Mic IPX5 Stereo Sweatproof Earbuds Durable Comfortable Gym Running Workout (Limited Edition)",Visit the Sony Store,$38.99,4.1 out of 5,/MDRXB510AS-Headphones-Sweatproof-Earbuds-Comfortable/dp/B07JR3RBRX/ref=sr_1_20?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-20,825 ratings,"['sound quality', 'extra bass', 'great sound', 'noise cancelling', 'stopped working', 'stay in place', 'highly recommend', 'make sure', 'much bass', 'pretty good', 'mids and highs', 'noise cancellation']"
135,JVC HAFX38B Black Marshmallow in-Ear Headphones Original/New Brand,Visit the JVC Store,$18.70,4.1 out of 5,/JVC-HAFX38B-Marshmallow-HEADPHONES-Original/dp/B01N0HL583/ref=sr_1_50?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298732&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-50,87 ratings,['No Review']
136,"Plantronics BackBeat FIT 305 Sweatproof Sport Earbuds, Wireless Headphones, Black/Grey (Renewed)",Visit the Amazon Renewed Store,$29.99,3.6 out of 5,/Plantronics-BackBeat-Sweatproof-Wireless-Headphones/dp/B07N16CS2Q/ref=sr_1_10?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APlantronics&rnid=2528832011&s=electronics&sr=1-10,111 ratings,"['right earbud', 'sound quality', 'missing clip', 'ear', 'headphones', 'running', 'earbuds', 'volume', 'broke', 'control', 'neck', 'noise', 'stay', 'cord', 'decent', 'loud', 'outside', 'pouch', 'shirt']"
137,Sony MDR-W20G Sports Vertical In-The-Ear Headphones (Discontinued by Manufacturer),Visit the Sony Store,$129.99,3.7 out of 5,/Sony-MDR-W20G-Headphones-Discontinued-Manufacturer/dp/B00005BYER/ref=sr_1_197?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298244&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-197,17 ratings,"['sound great', 'cord', 'bass', 'headphone', 'earbuds', 'mdr-w', 'please', 'sports', 'gym', 'ipod', 'audio', 'earphones', 'player', 'pocket', 'rain', 'weak']"
138,SONY Wireless Noise canceling Stereo Headset WF-1000X NM (Champagne Gold)【Japan Domestic Genuine Products】,Visit the Sony Store,$191.27,3.1 out of 5,/Wireless-canceling-WF-1000X-CHAMPAGNE-products%E3%80%91/dp/B0756L3ZS8/ref=sr_1_205?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298244&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-205,191 ratings,['No Review']
139,"Samsung Galaxy Buds+ Plus, True Wireless Earbuds, Red and Samsung Wireless Charger Duo Pad, Fast Charge 2.0, Black (US Version)",Visit the SAMSUNG Store,No Price,5 out of 5,/Samsung-Wireless-Earbuds-Charger-Version/dp/B08DLQDHLY/ref=sr_1_38?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298292&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-38,1 rating,['No Review']
140,Audio-Technica ATH-CKR100iS Sound Reality In-Ear High-Resolution Headphones with In-Line Mic & Control,Visit the Audio-Technica Store,$219.00,4.2 out of 5,/Audio-Technica-ATH-CKR100iS-Reality-High-Resolution-Headphones/dp/B071R3KWQW/ref=sr_1_31?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298622&refinements=p_89%3AAudio-Technica&rnid=2528832011&s=electronics&sr=1-31,34 ratings,['No Review']
141,"Sony Extra Bass Bluetooth Headphones, Best Wireless Sports Earbuds with Mic/Microphone, IPX4 Splashproof Stereo Comfort Gym Running Workout up to 8.5 Hour Battery, Black (International Version)",Visit the Sony Store,$39.99,4 out of 5,/Sony-Headphones-Microphone-Splashproof-International/dp/B0845ML6WD/ref=sr_1_42?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298213&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-42,53 ratings,['No Review']
142,Sony MDR-W08L Vertical In-The-Ear Headphones,Visit the Sony Store,$138.00,4.2 out of 5,/Sony-MDR-W08L-Vertical-In-The-Ear-Headphones/dp/B00005N6KG/ref=sr_1_123?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298233&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-123,"1,721 ratings","['sound quality', 'lightweight', 'great sound', 'another pair', 'good sound', 'last long', 'ultra lightweight', 'highly recommend', 'headphones', 'cord is too short', 'fall out of my ears', 'stopped working', 'sound good']"
143,"JBL Endurance Sprint, Wireless in-Ear Sport Headphone with One-Button Mic/Remote - Yellow (Renewed)",Visit the Amazon Renewed Store,$44.99,4 out of 5,/JBL-Endurance-Wireless-Headphone-One-Button/dp/B083TN5PJH/ref=sr_1_87?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298820&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-87,1 rating,['No Review']
144,2KV1280 - Sony MDR-E9LP Earphone,Visit the Sony Store,$11.08,4.4 out of 5,/SONY-Sony-MDR-E9LP-Earphone-BLK/dp/B00CA29DNQ/ref=sr_1_33?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298213&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-33,7 ratings,['No Review']
145,"Sony MDREX750NP Headphones, in-Ear, Mic, Pink",Visit the Sony Store,$38.96,No Review,/Sony-MDREX750NP-Headphones-Ear-Pink/dp/B0737P6YR1/ref=sr_1_215?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298244&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-215,No Ratings,['No Review']
146,"JBL TUNE 205BT - Wireless Earbud Headphones, In ear Bluetooth Headphones with Microphone, up to 6-Hour Battery, works with Android and Apple iOS (Rose Gold)",Visit the JBL Store,$29.95,4.4 out of 5,/JBL-T205BT-Wireless-Bluetooth-Headphone/dp/B07PGR2BYJ/ref=sr_1_27?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298808&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-27,57 ratings,['No Review']
147,Sony WF1000X/BM1 Premium Noise Cancelling True Wireless Headphones - Black (WF1000X/B) (Renewed),Visit the Amazon Renewed Store,No Price,2.6 out of 5,/Sony-WF1000X-BM1-Cancelling-Headphones/dp/B07GWZTQSW/ref=sr_1_233?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298247&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-233,8 ratings,['No Review']
148,JVC HAFR36G Marshmallow Inner Ear Headphones with Microphone and Remote (Green),Visit the JVC Store,No Price,3.5 out of 5,/JVC-HAFR36G-Marshmallow-Headphones-Microphone/dp/B005FDOVY8/ref=sr_1_138?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298751&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-138,19 ratings,"['work well', 'headphones', 'earphones', 'ear', 'microphone']"
149,Panasonic SAKIOTO Sealed Earbuds (Mint Green) Inner Earphones,Visit the Panasonic Store,No Price,4 out of 5,/Panasonic-SAKIOTO-Sealed-Earbuds-Earphones/dp/B008CN2LAY/ref=sr_1_54?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298335&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-54,28 ratings,['No Review']
150,SONY DRBT10CX STEREO BLUETOOTH EARBUD HEADSET,Visit the Sony Store,$109.99,2.5 out of 5,/DRBT10CX-STEREO-BLUETOOTH%C2%AE-EARBUD-HEADSET/dp/B000JSDOSS/ref=sr_1_203?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298244&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-203,6 ratings,['No Review']
151,Panasonic RPTCM190V Headphones,Visit the Panasonic Store,$20.00,3.5 out of 5,/Panasonic-RP-TCM190-V-RPTCM190V-Headphones/dp/B00E4LGTXS/ref=sr_1_94?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298338&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-94,53 ratings,"['sound quality', 'earbud', 'fit flush against my ears', 'great sound', 'sound is good', 'headphones for the price', 'earbuds', 'button', 'cord', 'expensive', 'mic', 'calls', 'remote', 'volume', 'wires', 'control']"
152,Skullcandy Riff 3.5mm Stereo Headset for Phones - Retail Packaging - Pink,Visit the Skullcandy Store,No Price,3.8 out of 5,/Skullcandy-3-5mm-Stereo-Headset-Phones/dp/B00AEE93K0/ref=sr_1_71?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298666&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-71,53 ratings,['No Review']
153,JVC In-Ear Headphones with 1-Button Remote Control and Microphone,Visit the JVC Store,$26.99,3.8 out of 5,/JVC-Headphones-1-Button-Control-Microphone/dp/B01N4U7LKK/ref=sr_1_122?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298751&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-122,7 ratings,['No Review']
154,Powerbeats Pro Totally Wireless Earphones - Apple H1 Chip - Lava Red with AppleCare+ Bundle,Visit the Beats Store,$228.95,4.6 out of 5,/Powerbeats-Pro-Totally-Wireless-Earphones/dp/B08CL1YVJP/ref=sr_1_10?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ABeats&rnid=2528832011&s=electronics&sr=1-10,6 ratings,['No Review']
155,"Philips SHE2675WT/28 In-Ear Headset, White (Discontinued by Manufacturer)",Visit the PHILIPS Store,$19.50,3.7 out of 5,/Philips-SHE2675WT-28-Discontinued-Manufacturer/dp/B005P99LGK/ref=sr_1_59?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298556&refinements=p_89%3APHILIPS&rnid=2528832011&s=electronics&sr=1-59,24 ratings,['No Review']
156,"Shure SE215LTD Limited Edition Sound Isolating Earphones with Enhanced Bass, Blue",Visit the Shure Store,No Price,3.8 out of 5,/SE215LTD-Limitada-Auriculares-Aislantes-Mejorado/dp/B009ZNFEEU/ref=sr_1_20?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AShure&rnid=2528832011&s=electronics&sr=1-20,50 ratings,"['limited edition', 'bass response', 'noise isolation', 'sound great', 'much better', 'bit more bass', 'great sound', 'love the sound', 'cable', 'ear', 'headphones', 'ltd', 'cord', 'earphone', 'listen', 'sounds']"
157,Panasonic Canal type earphone High resolution sound source compatible RP-HDE3M-K （Black)(Japan Domestic genuine products),Visit the Panasonic Store,$93.89,4.7 out of 5,/Panasonic-earphone-resolution-compatible-RP-HDE3M-K/dp/B01MSZO0TJ/ref=sr_1_40?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298328&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-40,4 ratings,['No Review']
158,"Jabra Elite 65t Earbuds – Alexa Built-In, True Wireless Earbuds with Charging Case, Titanium Black – Bluetooth Earbuds Engineered for the Best True Wireless Calls and Music Experience",Visit the Jabra Store,$90.95,4 out of 5,/Jabra-Enabled-Wireless-Earbuds-Charging/dp/B077ZGRVRX/ref=sr_1_2?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJabra&rnid=2528832011&s=electronics&sr=1-2,"12,073 ratings","['sound quality', 'battery life', 'left earbud', 'wireless earbuds', 'true wireless', 'right earbud', 'noise cancellation', 'stopped working', 'earbud', 'left ear', 'noise cancelling', 'listening to music', 'call quality']"
159,Monster MH-ISRT-WL-IE-BL-BT-WW iSport Bluetooth Wireless in-Ear Headphones in Blue with Polishing Cloth,Visit the Monster Store,$29.95,No Review,/Monster-MH-ISRT-WL-IE-BL-BT-WW-Bluetooth-Headphones-Polishing/dp/B01IEW7HEW/ref=sr_1_38?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298846&refinements=p_89%3AMonster&rnid=2528832011&s=electronics&sr=1-38,No Ratings,['No Review']
160,"Sony MDREX155AP in-Ear Earbud Headphones/Headset with mic for Phone Call, Black (MDR-EX155AP/B)",Visit the Sony Store,No Price,4.4 out of 5,/Sony-Microphone-Headphones-Smartphone-MDREX155AP/dp/B078P3LFMG/ref=sr_1_4?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-4,644 ratings,"['volume control', 'sound quality', 'phone calls', 'stopped working', 'earbuds', 'pretty good', 'bang for your buck', 'good sound', 'great sound', 'in-ear headphones', 'excellent sound', 'another pair', 'sound pretty']"
161,"Sony WI-SP500 Wireless in-Ear Sports Headphones, Bluetooth Earbuds, Black (International Version)",Visit the Sony Store,$47.95,4.2 out of 5,/Sony-WI-SP500-Headphones-Bluetooth-International/dp/B08461BX3K/ref=sr_1_49?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298213&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-49,27 ratings,"['sound quality', 'earbuds', 'great sound', 'ears', 'sounds', 'headphones', 'stay', 'noise', 'hear', 'youtube']"
162,JVC HAFX39BTW Marshmallow Wireless in-Ear Headphones White/New,Visit the JVC Store,No Price,2.9 out of 5,/JVC-HAFX39BTW-Marshmallow-Wireless-Headphones/dp/B071JM1XWG/ref=sr_1_193?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298761&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-193,5 ratings,['No Review']
163,Sony In Ear Ultra Lightweight Stereo Bass Earbud Headphones (Black),Visit the Sony Store,$6.99,4.2 out of 5,/Sony-Ultra-Lightweight-Stereo-Headphones/dp/B00FQPCITU/ref=sr_1_14?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-14,234 ratings,"['sound quality', 'earbuds', 'small ear', 'good sound', 'headphones', 'earbuds', 'earphones', 'ears', 'bass', 'thin', 'lasted', 'bud', 'decent', 'value', 'model', 'okay', 'prefer', 'stay', 'terrible']"
164,Panasonic RP-HJE125-K ErgoFit in-Ear Earbud Headphones (Black) - 10 Pack (10 Items),Visit the Panasonic Store,$69.99,2.9 out of 5,/Panasonic-RP-HJE125-K-ErgoFit-Earbud-Headphones/dp/B07XJ67WPZ/ref=sr_1_19?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-19,2 ratings,['No Review']
165,"Philips true Wireless Earbuds, in-Ear Headphone, Bluetooth 5.0, Earbuds with Charging Case, Noise Canceling Headphones with Mic",Visit the PHILIPS Store,$69.99,3.7 out of 5,/Wireless-Headphone-Bluetooth-Canceling-Headphones/dp/B0813Z7B5G/ref=sr_1_14?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APHILIPS&rnid=2528832011&s=electronics&sr=1-14,37 ratings,['No Review']
166,JVC Lightweight Water-Resistant Sweat-Proof Active Sport Headphones (Light Blue),Visit the JVC Store,No Price,5 out of 5,/JVC-Lightweight-Water-resistant-Sweat-proof-Headphones/dp/B011LLIIQ4/ref=sr_1_171?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298757&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-171,1 rating,['No Review']
167,"JVC Gumy Wireless Earbud Headphones, Sweat Proof IPX2, 7 Hours Long Battery Life, Nozzle Fit Earpiece for Secure Fit - HAF250BTP (Pink)",Visit the JVC Store,$17.28,4.2 out of 5,/JVC-Ear-Headphone-Bluetooth-Gumy/dp/B01LYDUSYQ/ref=sr_1_35?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298732&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-35,326 ratings,"['sound quality', 'battery life', 'bluetooth headphones', 'earbuds', 'ear pieces', 'stopped working', 'long time', 'battery last', 'whole day', 'years ago', 'lasts long', 'best buy', 'last me the whole', 'stay in my ears']"
168,Panasonic Noise Canceling True Wireless Earbuds (Black) EAH-AZ70W-K【Japan Domestic Genuine Products】【Ships from Japan】,Visit the Panasonic Store,No Price,No Review,/Panasonic-Technics-Canceling-EAH-AZ70W-K%E3%80%90Japan-Products%E3%80%91%E3%80%90Ships/dp/B071CKLMJL/ref=sr_1_38?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298328&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-38,No Ratings,['No Review']
169,"Pioneer SE-CL712T-P in-Ear Headphones with in-line Microphone, Pink",Visit the Pioneer Store,No Price,No Review,/Pioneer-SE-CL712T-P-Auriculares-ear-micr%C3%B3fono/dp/B07H6P45F6/ref=sr_1_31?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298438&refinements=p_89%3APIONEER&rnid=2528832011&s=electronics&sr=1-31,No Ratings,['No Review']
170,Sony Premium Lightweight Extra Bass Earbud Headphones with In-line Microphone and Remote for Android Smartphone (Black),Visit the Sony Store,$49.99,4.2 out of 5,/Sony-Lightweight-Extra-Bass-Headphones/dp/B00M8PSWHS/ref=sr_1_45?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298213&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-45,31 ratings,['No Review']
